row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộng triệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộng triệu đồng
,,,Trên 3 tháng triệu đồng,Dế n 3 tháng triệu đồng,Dế n 1 tháng triệu đồng,Từ 1 đến 3 tháng triệu đồng,Từ 3 đến 12 tháng triệu đồng,Từ 1 đến 5 năm triệu đồng,Trên 5 năm triệu đồng,Tổng cộng triệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,-,8.146.848,-,-,-,-,8.146.848,,,8146848.0,,,,,8146848.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,24.855.833,-,-,-,-,24.855.833,,,24855833.0,,,,,24855833.0
Tiền gửi tại và cho vay các TCTD khác (*),Tài sản > Tiền gửi tại và cho vay các TCTD khác (*),Tiền gửi tại và cho vay các TCTD khác (*),-,-,103.182.157,24.745.857,1.780.000,-,-,129.708.014,,,103182157.0,24745857.0,1780000.0,,,129708014.0
Chứng khoán kinh doanh (*),Tài sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,-,2.474.983,-,-,-,-,2.474.983,,,2474983.0,,,,,2474983.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,469.712,-,-,-,-,469.712,,,469712.0,,,,,469712.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),10.659.367,5.563.111,50.148.869,190.682.952,319.961.147,136.977.017,211.260.367,925.252.830,10659367.0,5563111.0,50148869.0,190682952.0,319961147.0,136977017.0,211260367.0,925252830.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),590.000,-,2.509.572,2.366.000,15.045.717,65.765.374,24.947.286,111.223.949,590000.0,,2509572.0,2366000.0,15045717.0,65765374.0,24947286.0,111223949.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,5.751.782,5.751.782,,,,,,,5751782.0,5751782.0
