row_label_raw,row_label_full,col_0,% sở hữu và quyền biểu quyết,% sở hữu và quyền biểu quyết_1,numeric__% sở hữu và quyền biểu quyết,numeric__% sở hữu và quyền biểu quyết_1
,,,31/12/2020,1/1/2020,,
Công ty Cổ phần Logistics Cảng Đà Nẵng,Công ty Cổ phần Logistics Cảng Đà Nẵng,Công ty Cổ phần Logistics Cảng Đà Nẵng,31%,31%,0.31,0.31
Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,22%,22%,0.22,0.22
Công ty TNHH Tuyến Container T.S. Hà Nội,Công ty TNHH Tuyến Container T.S. Hà Nội,Công ty TNHH Tuyến Container T.S. Hà Nội,30%,30%,0.3,0.3
