row_label_raw,row_label_full,col_0,2020VND,2019VND,numeric__2020VND,numeric__2019VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,335.885.753.359,342.173.065.027,335885753359.0,342173065027.0
Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,67.177.150.672,68.434.613.005,67177150672.0,68434613005.0
Ảnh hưởng của bút toán hợp nhất,Ảnh hưởng của bút toán hợp nhất,Ảnh hưởng của bút toán hợp nhất,469.804.049,370.720.396,469804049.0,370720396.0
Ảnh hưởng của các mức thuế suất ưu đãi và các mức thuế suất khác áp dụng tại các công ty con,Ảnh hưởng của các mức thuế suất ưu đãi và các mức thuế suất khác áp dụng tại các công ty con,Ảnh hưởng của các mức thuế suất ưu đãi và các mức thuế suất khác áp dụng tại các công ty con,(23.424.736.055),(19.291.141.865),-23424736055.0,-19291141865.0
"Miễn thuế, giảm thuế","Miễn thuế, giảm thuế","Miễn thuế, giảm thuế",(6.273.355.506),(20.703.051.446),-6273355506.0,-20703051446.0
Ảnh hưởng của chi phí không được khấu trừ thuế,Ảnh hưởng của chi phí không được khấu trừ thuế,Ảnh hưởng của chi phí không được khấu trừ thuế,1.678.755.487,3.697.620.791,1678755487.0,3697620791.0
Ảnh hưởng của thu nhập không bị tính thuế,Ảnh hưởng của thu nhập không bị tính thuế,Ảnh hưởng của thu nhập không bị tính thuế,(464.100.000),(2.385.963.094),-464100000.0,-2385963094.0
Lỗ tính thuế không được ghi nhận,Lỗ tính thuế không được ghi nhận,Lỗ tính thuế không được ghi nhận,67.172.288,-,67172288.0,
Tài sản thuế thu nhập hoãn lại không được ghi nhận,Tài sản thuế thu nhập hoãn lại không được ghi nhận,Tài sản thuế thu nhập hoãn lại không được ghi nhận,622.075,622.075,622075.0,622075.0
Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,250.000.000,26.254.375.801,250000000.0,26254375801.0
,,,39.481.313.010,56.377.795.663,39481313010.0,56377795663.0
