row_label_raw,row_label_full,col_0,Mã số,2020 VND,2019 VND,numeric__Mã số,numeric__2020 VND,numeric__2019 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận trước thuế Điều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuế Điều chỉnh cho các khoản,Lợi nhuận trước thuế Điều chỉnh cho các khoản,01,335.885.753.359,342.173.065.027,1.0,335885753359.0,342173065027.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,233.231.393.088,232.077.927.206,2.0,233231393088.0,232077927206.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,(591.234.025),165.574.441,3.0,-591234025.0,165574441.0
Lãi chênh lệch tỷ giá hối đoái do đánh giá lại,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi chênh lệch tỷ giá hối đoái do đánh giá lại,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại,04,6.994.040,(29.010.454),4.0,6994040.0,-29010454.0
các khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > các khoản mục tiền tệ có gốc ngoại tệ,các khoản mục tiền tệ có gốc ngoại tệ,05,(13.665.288.251),(22.925.859.118),5.0,-13665288251.0,-22925859118.0
Lãi từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,06,341.031.771,15.408.493.571,6.0,341031771.0,15408493571.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,,,,,,
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Chi phí lãi vay > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,555.208.649.982,566.870.190.673,8.0,555208649982.0,566870190673.0
Biến động các khoản phải thu,Chi phí lãi vay > Biến động các khoản phải thu,Biến động các khoản phải thu,09,(21.773.809.444),(70.945.799.601),9.0,-21773809444.0,-70945799601.0
Biến động hàng tồn kho,Chi phí lãi vay > Biến động hàng tồn kho,Biến động hàng tồn kho,10,1.950.685.147,(4.936.144.718),10.0,1950685147.0,-4936144718.0
Biến động các khoản phải trả và nợ phải trả khác,Chi phí lãi vay > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,41.748.550.782,49.238.195.646,11.0,41748550782.0,49238195646.0
Biến động chi phí trả trước,Chi phí lãi vay > Biến động chi phí trả trước,Biến động chi phí trả trước,12,13.186.835.521,15.277.663.036,12.0,13186835521.0,15277663036.0
,,,,590.320.911.988,555.504.105.036,,590320911988.0,555504105036.0
Tiền lãi vay đã trả,Chi phí lãi vay > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(1.298.288.942),(19.267.995.515),14.0,-1298288942.0,-19267995515.0
Thuế thu nhập doanh nghiệp đã nộp,Chi phí lãi vay > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,"(28,161.185.029)",(57.178.800.892),15.0,-28.161185029,-57178800892.0
Tiền chi khác cho hoạt động kinh doanh,Chi phí lãi vay > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,(31.439.478.902),(33.200.298.840),17.0,-31439478902.0,-33200298840.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Chi phí lãi vay > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,529.421.959.115,445.857.009.789,20.0,529421959115.0,445857009789.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Tiền chi mua sắm tài sản cố định và tài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm tài sản cố định và tài sản dài hạn khác,Tiền chi mua sắm tài sản cố định và tài sản dài hạn khác,21,(95.099.237.131),(102.357.991.313),21.0,-95099237131.0,-102357991313.0
Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,22,1.355.686.364,2.194.636.362,22.0,1355686364.0,2194636362.0
Tiền chi gửi tiền gửi có kỳ hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi gửi tiền gửi có kỳ hạn,Tiền chi gửi tiền gửi có kỳ hạn,23,(4.200.000.000),-,23.0,-4200000000.0,
Tiền thu lãi tiền gửi và cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi tiền gửi và cổ tức,Tiền thu lãi tiền gửi và cổ tức,27,12.148.351.887,15.273.279.405,27.0,12148351887.0,15273279405.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(85.795.198.880),(84.890.075.546),30.0,-85795198880.0,-84890075546.0
