row_label_raw,row_label_full,col_0,Hoạt động bốc dở container VND,"Hoạt động chay lạnh, kiểm hóa, kiểm dịch, lưu kho, lưu bãi VND",Hoạt động vận chuyển VND,Hoạt động khác VND,Tổng cộng VND,numeric__Hoạt động bốc dở container VND,"numeric__Hoạt động chay lạnh, kiểm hóa, kiểm dịch, lưu kho, lưu bãi VND",numeric__Hoạt động vận chuyển VND,numeric__Hoạt động khác VND,numeric__Tổng cộng VND
Tài sản của bộ phận,Tài sản của bộ phận,Tài sản của bộ phận,768.214.118.770,156.094.957.746,253.551.888.902,103.643.036.103,1.281.504.001.521,768214118770.0,156094957746.0,253551888902.0,103643036103.0,1281504001521.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,,,1.111.740.919.430,,,,,1111740919430.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,,2.393.244.920.951,,,,,2393244920951.0
Nợ phải trả của bộ phận,Nợ phải trả của bộ phận,Nợ phải trả của bộ phận,41.802.852.043,5.360.998.884,21.572.227.682,19.836.588.401,88.572.667.010,41802852043.0,5360998884.0,21572227682.0,19836588401.0,88572667010.0
Các khoản nợ không phân bổ,Các khoản nợ không phân bổ,Các khoản nợ không phân bổ,,,,,234.594.101.956,,,,,234594101956.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,,323.166.768.966,,,,,323166768966.0
Chỉ tiêu vốn,Chỉ tiêu vốn,Chỉ tiêu vốn,31.303.649.500,3.776.433.215,61.163.229.270,6.114.679.328,102.357.991.313,31303649500.0,3776433215.0,61163229270.0,6114679328.0,102357991313.0
Khấu hao tài sản cố định hữu hình,Khấu hao tài sản cố định hữu hình,Khấu hao tài sản cố định hữu hình,127.627.159.212,23.880.809.704,45.870.059.196,15.379.053.938,212.757.082.050,127627159212.0,23880809704.0,45870059196.0,15379053938.0,212757082050.0
Khấu hao tài sản cố định vô hình,Khấu hao tài sản cố định vô hình,Khấu hao tài sản cố định vô hình,,,,,2.986.421.476,,,,,2986421476.0
