row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2020VND,2019VND,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,
Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ,,
Cung cấp dịch vụ,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ > Cung cấp dịch vụ,Cung cấp dịch vụ,49.873.516.600,49.900.660.600,49873516600.0,49900660600.0
Sử dụng dịch vụ,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ > Sử dụng dịch vụ,Sử dụng dịch vụ,142.327.885.128,134.205.963.762,142327885128.0,134205963762.0
Cổ tức được chia,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ > Cổ tức được chia,Cổ tức được chia,-,4.410.100.000,,4410100000.0
Công ty Cổ phần Logistics Căng Đà Nẵng,Công ty Cổ phần Logistics Căng Đà Nẵng,Công ty Cổ phần Logistics Căng Đà Nẵng,Công ty Cổ phần Logistics Căng Đà Nẵng,Công ty Cổ phần Logistics Căng Đà Nẵng,,
Cung cấp dịch vụ,Công ty Cổ phần Logistics Căng Đà Nẵng > Cung cấp dịch vụ,Cung cấp dịch vụ,3.161.001.956,-,3161001956.0,
Sử dụng dịch vụ,Công ty Cổ phần Logistics Căng Đà Nẵng > Sử dụng dịch vụ,Sử dụng dịch vụ,321.417.917,-,321417917.0,
Cổ tức được chia,Công ty Cổ phần Logistics Căng Đà Nẵng > Cổ tức được chia,Cổ tức được chia,1.998.000.000,1.864.000.000,1998000000.0,1864000000.0
Công ty TNHH Tuyến Container T.S Hà Nội,Công ty TNHH Tuyến Container T.S Hà Nội,Công ty TNHH Tuyến Container T.S Hà Nội,Công ty TNHH Tuyến Container T.S Hà Nội,Công ty TNHH Tuyến Container T.S Hà Nội,,
Cung cấp dịch vụ,Công ty TNHH Tuyến Container T.S Hà Nội > Cung cấp dịch vụ,Cung cấp dịch vụ,29.459.294.089,28.990.533.384,29459294089.0,28990533384.0
Sử dụng dịch vụ,Công ty TNHH Tuyến Container T.S Hà Nội > Sử dụng dịch vụ,Sử dụng dịch vụ,15.723.600,948.048.430,15723600.0,948048430.0
Thành viên Ban Giám đốc,Thành viên Ban Giám đốc,Thành viên Ban Giám đốc,Thành viên Ban Giám đốc,Thành viên Ban Giám đốc,,
Tiền lương và thường,Thành viên Ban Giám đốc > Tiền lương và thường,Tiền lương và thường,2.942.912.182,2.993.012.599,2942912182.0,2993012599.0
Thành viên Hội đồng Quản trị và Ban Kiểm soát,Thành viên Hội đồng Quản trị và Ban Kiểm soát,Thành viên Hội đồng Quản trị và Ban Kiểm soát,Thành viên Hội đồng Quản trị và Ban Kiểm soát,Thành viên Hội đồng Quản trị và Ban Kiểm soát,,
Thường,Thành viên Hội đồng Quản trị và Ban Kiểm soát > Thường,Thường,2.300.000.000,2.650.000.000,2300000000.0,2650000000.0
