row_label_raw,row_label_full,Hội đồng Quản trị,Ông Nguyễn Việt Hòa,Chủ tịch,numeric__Ông Nguyễn Việt Hòa,numeric__Chủ tịch
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Văn Tiến,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Thế Trọng,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Việt Trung,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nghiêm Tuấn Anh,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Thế Duy,Thành viên (từ ngày 19/6/2020),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Hoàng Anh,Thành viên (từ ngày 19/6/2020),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Trần Tiến Dũng,Thành viên (từ ngày 19/6/2020),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Đăng Trần Gia Thoại,Thành viên (từ ngày 19/6/2020),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Trần Xuân Bạo,Thành viên (đến ngày 18/6/2020),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Hoàng Thị Hà,Thành viên (đến ngày 18/6/2020),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Hoàng Trọng Giang,Thành viên (đến ngày 18/6/2020),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Hoàng Tiến Lục,Thành viên (đến ngày 18/6/2020),,
