row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,635.663.489.035,484.580.838.276,635663489035.0,484580838276.0
Các khoản chi phí không được khấu trừ,Các khoản chi phí không được khấu trừ,Các khoản chi phí không được khấu trừ,543.632.811.921,7.614.771.394,543632811921.0,7614771394.0
- Các khoản chi phí không hợp lý khác,- Các khoản chi phí không hợp lý khác,- Các khoản chi phí không hợp lý khác,19.631.736.252,7.614.771.394,19631736252.0,7614771394.0
- Các khoản trích lập dự phòng,- Các khoản trích lập dự phòng,- Các khoản trích lập dự phòng,524.001.075.669,-,524001075669.0,
Các khoản thu nhập không chịu thuế TNDN,Các khoản thu nhập không chịu thuế TNDN,Các khoản thu nhập không chịu thuế TNDN,678.493.265.796,511.635.468.400,678493265796.0,511635468400.0
- Cổ tức lợi nhuận được chia,- Cổ tức lợi nhuận được chia,- Cổ tức lợi nhuận được chia,678.493.265.796,511.635.468.400,678493265796.0,511635468400.0
Các khoản điều chỉnh tăng chi phí được trừ,Các khoản điều chỉnh tăng chi phí được trừ,Các khoản điều chỉnh tăng chi phí được trừ,2.120.094.440,87.774.199.066,2120094440.0,87774199066.0
- Chi phí tái cấu trúc đã nộp thuế năm 2022,- Chi phí tái cấu trúc đã nộp thuế năm 2022,- Chi phí tái cấu trúc đã nộp thuế năm 2022,2.120.094.440,2.120.093.889,2120094440.0,2120093889.0
- Hoàn nhập dự phòng các khoản nợ,- Hoàn nhập dự phòng các khoản nợ,- Hoàn nhập dự phòng các khoản nợ,-,85.654.105.177,,85654105177.0
Tổng thu nhập chịu thuế trong năm,Tổng thu nhập chịu thuế trong năm,Tổng thu nhập chịu thuế trong năm,498.682.940.720,(107.214.057.796),498682940720.0,-107214057796.0
Chuyển lỗ từ các năm trước,Chuyển lỗ từ các năm trước,Chuyển lỗ từ các năm trước,(11.952.214.465),-,-11952214465.0,
Thu nhập tính thuế,Thu nhập tính thuế,Thu nhập tính thuế,486.730.726.255,(107.214.057.796),486730726255.0,-107214057796.0
- Thuế suất thuế thu nhập doanh nghiệp hiện hành,- Thuế suất thuế thu nhập doanh nghiệp hiện hành,- Thuế suất thuế thu nhập doanh nghiệp hiện hành,20%,20%,0.2,0.2
Thuế TNDN phải trả ước tính,Thuế TNDN phải trả ước tính,Thuế TNDN phải trả ước tính,97.346.145.251,-,97346145251.0,
Dự phòng đầu tư tài chính trích trước khi bản giao Nhà máy Thủy điện Cần Đơn,Dự phòng đầu tư tài chính trích trước khi bản giao Nhà máy Thủy điện Cần Đơn,Dự phòng đầu tư tài chính trích trước khi bản giao Nhà máy Thủy điện Cần Đơn,-,95.261.843.331,,95261843331.0
Thuế suất thuế thu nhập doanh nghiệp hiện hành,Thuế suất thuế thu nhập doanh nghiệp hiện hành,Thuế suất thuế thu nhập doanh nghiệp hiện hành,20%,20%,0.2,0.2
Thuế TNDN hiện hành,Thuế TNDN hiện hành,Thuế TNDN hiện hành,97.346.145.251,19.052.368.666,97346145251.0,19052368666.0
Điều chỉnh thuế TNDN năm trước,Điều chỉnh thuế TNDN năm trước,Điều chỉnh thuế TNDN năm trước,19.052.368.666,-,19052368666.0,
Tổng chi phí thuế hiện hành,Tổng chi phí thuế hiện hành,Tổng chi phí thuế hiện hành,78.293.776.585,19.052.368.666,78293776585.0,19052368666.0
