row_label_raw,row_label_full,col_0,31/12/2025 > Giá trịVND,31/12/2025 > Số có khả năngtrả nợVND,Trong năm > TăngVND,Trong năm > GiảmVND,01/01/2025 > Giá trịVND,01/01/2025 > Số có khả năngtrả nợVND,numeric__31/12/2025 > Giá trịVND,numeric__31/12/2025 > Số có khả năngtrả nợVND,numeric__Trong năm > TăngVND,numeric__Trong năm > GiảmVND,numeric__01/01/2025 > Giá trịVND,numeric__01/01/2025 > Số có khả năngtrả nợVND
a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,2.036.660.664.344,2.036.660.664.344,393.700.012.444,181.285.183.337,1.824.245.835.237,1.824.245.835.237,2036660664344.0,2036660664344.0,393700012444.0,181285183337.0,1824245835237.0,1824245835237.0
Vay ngắn hạn các cá nhân,Vay ngắn hạn các cá nhân,Vay ngắn hạn các cá nhân,252.888.819,252.888.819,-,-,252.888.819,252.888.819,252888819.0,252888819.0,,,252888819.0,252888819.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,2.036.407.775.525,2.036.407.775.525,393.700.012.444,181.285.183.337,1.823.992.946.418,1.823.992.946.418,2036407775525.0,2036407775525.0,393700012444.0,181285183337.0,1823992946418.0,1823992946418.0
- Ngân hàng NIB,- Ngân hàng NIB,- Ngân hàng NIB,523.259.843.726,523.259.843.726,76.108.262.065,88.407.905.883,535.559.487.544,535.559.487.544,523259843726.0,523259843726.0,76108262065.0,88407905883.0,535559487544.0,535559487544.0
- Quỹ tích lũy nợ BộTải chính,- Quỹ tích lũy nợ BộTải chính,- Quỹ tích lũy nợ BộTải chính,1.133.605.996.709,1.133.605.996.709,158.444.882.511,-,975.161.114.198,975.161.114.198,1133605996709.0,1133605996709.0,158444882511.0,,975161114198.0,975161114198.0
- Ngân hàng Phát triển ChâuÁ - Vay thông thường,- Ngân hàng Phát triển ChâuÁ - Vay thông thường,- Ngân hàng Phát triển ChâuÁ - Vay thông thường,375.915.097.590,375.915.097.590,155.424.606.944,89.273.352.959,309.763.843.605,309.763.843.605,375915097590.0,375915097590.0,155424606944.0,89273352959.0,309763843605.0,309763843605.0
- Ngân hàng Phát triển ChâuÁ - Vay đặc biệt,- Ngân hàng Phát triển ChâuÁ - Vay đặc biệt,- Ngân hàng Phát triển ChâuÁ - Vay đặc biệt,3.626.837.500,3.626.837.500,3.722.260.924,3.603.924.495,3.508.501.071,3.508.501.071,3626837500.0,3626837500.0,3722260924.0,3603924495.0,3508501071.0,3508501071.0
b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,1.938.185.027.003,1.938.185.027.003,68.485.486.671,149.617.850.848,2.019.317.391.180,2.019.317.391.180,1938185027003.0,1938185027003.0,68485486671.0,149617850848.0,2019317391180.0,2019317391180.0
Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,1.934.979.027.003,1.934.979.027.003,65.279.486.671,149.617.850.848,2.019.317.391.180,2.019.317.391.180,1934979027003.0,1934979027003.0,65279486671.0,149617850848.0,2019317391180.0,2019317391180.0
- Ngân hàng Phát triển ChâuÁ - Vay thông thường,- Ngân hàng Phát triển ChâuÁ - Vay thông thường,- Ngân hàng Phát triển ChâuÁ - Vay thông thường,1.873.141.135.852,1.873.141.135.852,63.229.447.555,145.990.994.093,1.955.902.682.390,1.955.902.682.390,1873141135852.0,1873141135852.0,63229447555.0,145990994093.0,1955902682390.0,1955902682390.0
- Ngân hàng Phát triển ChâuÁ - Vay đặc biệt,- Ngân hàng Phát triển ChâuÁ - Vay đặc biệt,- Ngân hàng Phát triển ChâuÁ - Vay đặc biệt,61.837.891.151,61.837.891.151,2.050.039.116,3.626.856.755,63.414.708.790,63.414.708.790,61837891151.0,61837891151.0,2050039116.0,3626856755.0,63414708790.0,63414708790.0
Nợ thuê tài chính,Nợ thuê tài chính,Nợ thuê tài chính,3.206.000.000,3.206.000.000,3.206.000.000,-,-,-,3206000000.0,3206000000.0,3206000000.0,,,
- Nợ dài hạn,- Nợ dài hạn,- Nợ dài hạn,3.206.000.000,3.206.000.000,3.206.000.000,-,-,-,3206000000.0,3206000000.0,3206000000.0,,,
Công,Công,Công,3.974.845.691.347,3.974.845.691.347,462.185.499.115,330.903.034.185,3.843.563.226.417,3.843.563.226.417,3974845691347.0,3974845691347.0,462185499115.0,330903034185.0,3843563226417.0,3843563226417.0
