row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2025 VND,01/01/2025 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__01/01/2025 VND
Tài sản cố định thuê tài chính,Tài sản cố định thuê tài chính,Tài sản cố định thuê tài chính,224,,4.403.365.591,-,224.0,,4403365591.0,
- Nguyên giá,- Nguyên giá,- Nguyên giá,225,,4.420.000.000,-,225.0,,4420000000.0,
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,226,,(16.634.409),-,226.0,,-16634409.0,
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,13,16.448.684,42.266.864,227.0,13.0,16448684.0,42266864.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,1.792.138.668,1.792.138.668,228.0,,1792138668.0,1792138668.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(1.775.689.984),(1.749.871.804),229.0,,-1775689984.0,-1749871804.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,,-,-,230.0,,,
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,-,-,231.0,,,
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,232,,-,-,232.0,,,
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,48.849.426.755,48.849.426.755,240.0,,48849426755.0,48849426755.0
"Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,-,-,241.0,,,
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,,48.849.426.755,48.849.426.755,242.0,,48849426755.0,48849426755.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,6.3,5.027.854.423.097,5.549.921.883.506,250.0,63.0,5027854423097.0,5549921883506.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,,4.297.407.250.939,4.297.407.250.939,251.0,,4297407250939.0,4297407250939.0
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",252,,1.965.728.798.410,1.965.728.798.410,252.0,,1965728798410.0,1965728798410.0
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,253,,172.567.765.095,172.567.765.095,253.0,,172567765095.0,172567765095.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(1.407.849.391.347),(885.781.930.938),254.0,,-1407849391347.0,-885781930938.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,255,,-,-,255.0,,,
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,130.636.886.019,26.260.689.773,260.0,,130636886019.0,26260689773.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,,-,-,261.0,,,
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,,130.636.886.019,26.260.689.773,262.0,,130636886019.0,26260689773.0
"Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,-,-,263.0,,,
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,,-,-,268.0,,,
TỔNG TÀI SẢN,TỔNG TÀI SẢN,TỔNG TÀI SẢN,270,,13.415.904.388.514,13.130.791.898.605,270.0,,13415904388514.0,13130791898605.0
