row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2025 VND,01/01/2025 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__01/01/2025 VND
TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,200,,7.042.519.947.875,7.504.756.600.132,200.0,,7042519947875.0,7504756600132.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,1.152.483.003.360,1.168.191.669.999,210.0,,1152483003360.0,1168191669999.0
Phải thu dài hạn của khách hàng,Phải thu dài hạn của khách hàng,Phải thu dài hạn của khách hàng,211,7,514.424.803.218,501.980.127.025,211.0,7.0,514424803218.0,501980127025.0
Trả trước cho người bán dài hạn,Trả trước cho người bán dài hạn,Trả trước cho người bán dài hạn,212,,-,-,212.0,,,
Vốn kinh doanh ở đơn vị trực thuộc,Vốn kinh doanh ở đơn vị trực thuộc,Vốn kinh doanh ở đơn vị trực thuộc,213,,-,-,213.0,,,
Phải thu nội bộ dài hạn,Phải thu nội bộ dài hạn,Phải thu nội bộ dài hạn,214,,-,-,214.0,,,
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,9,637.691.800.142,666.211.542.974,215.0,9.0,637691800142.0,666211542974.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,,366.400.000,-,216.0,,366400000.0,
Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,219,,-,-,219.0,,,
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,682.696.208.644,711.532.930.099,220.0,,682696208644.0,711532930099.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,12,678.276.394.369,711.490.663.235,221.0,12.0,678276394369.0,711490663235.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,1.099.274.653.661,1.099.694.298.135,222.0,,1099274653661.0,1099694298135.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(420.998.259.292),(388.203.634.900),223.0,,-420998259292.0,-388203634900.0
