row_label_raw,row_label_full,col_0,Quyềnsử dụng đấtVND,Chương trìnhphần mềmVND,TSCĐvô hình khácVND,CộngVND,numeric__Quyềnsử dụng đấtVND,numeric__Chương trìnhphần mềmVND,numeric__TSCĐvô hình khácVND,numeric__CộngVND
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,,
01/01/2025,NGUYÊN GIÁ > 01/01/2025,01/01/2025,337.478.200,1.187.205.923,267.454.545,1.792.138.668,337478200.0,1187205923.0,267454545.0,1792138668.0
31/12/2025,NGUYÊN GIÁ > 31/12/2025,31/12/2025,337.478.200,1.187.205.923,267.454.545,1.792.138.668,337478200.0,1187205923.0,267454545.0,1792138668.0
HAO MÔN LUỸ KẾ,HAO MÔN LUỸ KẾ,HAO MÔN LUỸ KẾ,HAO MÔN LUỸ KẾ,HAO MÔN LUỸ KẾ,HAO MÔN LUỸ KẾ,HAO MÔN LUỸ KẾ,,,,
01/01/2025,HAO MÔN LUỸ KẾ > 01/01/2025,01/01/2025,(337.478.200),(1.187.205.923),(225.187.681),(1.749.871.804),-337478200.0,-1187205923.0,-225187681.0,-1749871804.0
- Khấu hao trong năm,HAO MÔN LUỸ KẾ > - Khấu hao trong năm,- Khấu hao trong năm,-,-,(25.818.180),(25.818.180),,,-25818180.0,-25818180.0
31/12/2025,HAO MÔN LUỸ KẾ > 31/12/2025,31/12/2025,(337.478.200),(1.187.205.923),(251.005.861),(1.775.689.984),-337478200.0,-1187205923.0,-251005861.0,-1775689984.0
GIÁ TRỊ CÔN LẠI,GIÁ TRỊ CÔN LẠI,GIÁ TRỊ CÔN LẠI,GIÁ TRỊ CÔN LẠI,GIÁ TRỊ CÔN LẠI,GIÁ TRỊ CÔN LẠI,GIÁ TRỊ CÔN LẠI,,,,
01/01/2025,GIÁ TRỊ CÔN LẠI > 01/01/2025,01/01/2025,-,-,42.266.864,42.266.864,,,42266864.0,42266864.0
31/12/2025,GIÁ TRỊ CÔN LẠI > 31/12/2025,31/12/2025,-,-,16.448.684,16.448.684,,,16448684.0,16448684.0
