row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2025 VND,01/01/2025 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__01/01/2025 VND
TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,100,,6.373.384.440.639,5.626.035.298.473,100.0,,6373384440639.0,5626035298473.0
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,520.425.161.039,481.306.921.723,110.0,4.0,520425161039.0,481306921723.0
Tiền,Tiền,Tiền,111,,519.836.161.039,450.181.921.723,111.0,,519836161039.0,450181921723.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,112,,589.000.000,31.125.000.000,112.0,,589000000.0,31125000000.0
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,2.263.097.618.561,1.799.209.773.030,120.0,,2263097618561.0,1799209773030.0
Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,6.1,172.618.561,172.618.561,121.0,61.0,172618561.0,172618561.0
Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,122,,-,-,122.0,,,
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,123,6.2,2.262.925.000.000,1.799.037.154.469,123.0,62.0,2262925000000.0,1799037154469.0
Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,3.554.815.673.146,3.323.779.909.719,130.0,,3554815673146.0,3323779909719.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,7,521.448.282.910,643.272.201.749,131.0,7.0,521448282910.0,643272201749.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,8,154.320.815.731,62.999.544.239,132.0,8.0,154320815731.0,62999544239.0
Phải thu nội bộ ngắn hạn,Phải thu nội bộ ngắn hạn,Phải thu nội bộ ngắn hạn,133,,-,-,133.0,,,
Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,134.0,,,
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,9,3.236.651.235.644,3.138.597.339.889,135.0,9.0,3236651235644.0,3138597339889.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,10,1.316.275.547.887,1.302.001.703.448,136.0,10.0,1316275547887.0,1302001703448.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,137,11,(1.673.880.209.026),(1.823.090.879.606),137.0,11.0,-1673880209026.0,-1823090879606.0
Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,-,-,139.0,,,
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,140,,-,-,140.0,,,
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,141,,-,-,141.0,,,
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,-,-,149.0,,,
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,35.045.987.893,21.738.694.001,150.0,,35045987893.0,21738694001.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,5,9.653.322.491,2.496.007.616,151.0,5.0,9653322491.0,2496007616.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,152,,22.281.366.515,19.101.812.749,152.0,,22281366515.0,19101812749.0
Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,19,3.111.298.887,140.873.636,153.0,19.0,3111298887.0,140873636.0
Giao dịch mua bán lại trái phiếu Chính phủ,Giao dịch mua bán lại trái phiếu Chính phủ,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,154.0,,,
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,155,,-,-,155.0,,,
