row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,2024Triệu VND,2023Triệu VND,numeric__Tính chất giao dịch,numeric__2024Triệu VND,numeric__2023Triệu VND
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,
Techcombank vàcác công ty con,Công ty liên kết > Techcombank vàcác công ty con,Techcombank vàcác công ty con,Khoản vay đã nhận,3.403.590,3.027.246,,3403590.0,3027246.0
Techcombank vàcác công ty con,Công ty liên kết > Techcombank vàcác công ty con,Techcombank vàcác công ty con,Khoản vay đã hoàn trả,3.728.101,2.868.121,,3728101.0,2868121.0
Techcombank vàcác công ty con,Công ty liên kết > Techcombank vàcác công ty con,Techcombank vàcác công ty con,Khoản cho vay đã cấp,6.137.600,-,,6137600.0,
Techcombank vàcác công ty con,Công ty liên kết > Techcombank vàcác công ty con,Techcombank vàcác công ty con,Khoản cho vay đã thu hồi,6.137.600,-,,6137600.0,
Techcombank vàcác công ty con,Công ty liên kết > Techcombank vàcác công ty con,Techcombank vàcác công ty con,Trái phiếu phát hành (đại lý phát hành),-,7.300.000,,,7300000.0
Techcombank vàcác công ty con,Công ty liên kết > Techcombank vàcác công ty con,Techcombank vàcác công ty con,Chi phí phát hành trái phiếu,119.210,32.085,,119210.0,32085.0
Techcombank vàcác công ty con,Công ty liên kết > Techcombank vàcác công ty con,Techcombank vàcác công ty con,Mua chứng khoán kinh doanh,2.455.799,11.000.658,,2455799.0,11000658.0
Techcombank vàcác công ty con,Công ty liên kết > Techcombank vàcác công ty con,Techcombank vàcác công ty con,Bán chứng khoán kinh doanh,7.278.708,7.868.014,,7278708.0,7868014.0
Techcombank vàcác công ty con,Công ty liên kết > Techcombank vàcác công ty con,Techcombank vàcác công ty con,Chi phí lãi từ vay và trái phiếu,308.697,384.726,,308697.0,384726.0
Techcombank vàcác công ty con,Công ty liên kết > Techcombank vàcác công ty con,Techcombank vàcác công ty con,Thu nhập lãi cho vay,48.448,-,,48448.0,
Techcombank vàcác công ty con,Công ty liên kết > Techcombank vàcác công ty con,Techcombank vàcác công ty con,Thu nhập cổ tức,1.048.330,-,,1048330.0,
Techcombank vàcác công ty con,Công ty liên kết > Techcombank vàcác công ty con,Techcombank vàcác công ty con,Mua tài sản cổ định,1.507.664,-,,1507664.0,
Techcombank vàcác công ty con,Công ty liên kết > Techcombank vàcác công ty con,Techcombank vàcác công ty con,Chia sẻ chi phí,12.928,-,,12928.0,
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,
Thành viên quản lýchủ chốt,Các bên liên quan khác > Thành viên quản lýchủ chốt,Thành viên quản lýchủ chốt,Thủ lao trả cho thành viên quản lýchủ chốt (*),162.865,173.122,,162865.0,173122.0
