row_label_raw,row_label_full,col_0,Trợ cấp hữu trí Triệu VND,Quyền khai thác mỏ Triệu VND,Chi phí phục hồi môi trường mỏ Triệu VND,Trợ cấp thời việc Triệu VND,Tổng Triệu VND,numeric__Trợ cấp hữu trí Triệu VND,numeric__Quyền khai thác mỏ Triệu VND,numeric__Chi phí phục hồi môi trường mỏ Triệu VND,numeric__Trợ cấp thời việc Triệu VND,numeric__Tổng Triệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,5.009.184,379.259,119.203,18.073,5.525.719,5009184.0,379259.0,119203.0,18073.0,5525719.0
Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,163.037,7.491,5.627,5.224,181.379,163037.0,7491.0,5627.0,5224.0,181379.0
Tái đánh giá nợ phải trả phúc lợi hữu trí (*),Tái đánh giá nợ phải trả phúc lợi hữu trí (*),Tái đánh giá nợ phải trả phúc lợi hữu trí (*),(111.520),-,-,-,(111.520),-111520.0,,,,-111520.0
Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,(252.918),(46.291),-,(700),(299.909),-252918.0,-46291.0,,-700.0,-299909.0
Thanh lý các công ty con,Thanh lý các công ty con,Thanh lý các công ty con,(4.730.223),-,-,-,(4.730.223),-4730223.0,,,,-4730223.0
Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,(77.560),-,-,-,(77.560),-77560.0,,,,-77560.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,-,340.459,124.830,22.597,487.886,,340459.0,124830.0,22597.0,487886.0
