row_label_raw,row_label_full,col_0,Sản phẩm tiêu dùngcó thương hiệu,Sản phẩm tiêu dùngcó thương hiệu_1,MEATLife,MEATLife_1,Vật liệu công nghệ cao,Vật liệu công nghệ cao_1,Bán lẻ tiêu dùng,Bán lẻ tiêu dùng_1,Khác,Khác_1,Loại trừ,Loại trừ_1,Tổng,Tổng_1,numeric__Sản phẩm tiêu dùngcó thương hiệu,numeric__Sản phẩm tiêu dùngcó thương hiệu_1,numeric__MEATLife,numeric__MEATLife_1,numeric__Vật liệu công nghệ cao,numeric__Vật liệu công nghệ cao_1,numeric__Bán lẻ tiêu dùng,numeric__Bán lẻ tiêu dùng_1,numeric__Khác,numeric__Khác_1,numeric__Loại trừ,numeric__Loại trừ_1,numeric__Tổng,numeric__Tổng_1
,,,2024TriệuVND,2023TriệuVND,2024TriệuVND,2023TriệuVND,2024TriệuVND,2023TriệuVND,2024TriệuVND,2023TriệuVND,2024TriệuVND,2023TriệuVND,2024TriệuVND,2023TriệuVND,2024TriệuVND,2023TriệuVND,,,,,,,,,,,,,,
Doanh thu bán hàngra bên ngoài,Doanh thu bán hàngra bên ngoài,Doanh thu bán hàngra bên ngoài,29.290.408,27.500.834,5.018.270,5.001.712,14.336.329,14.093.253,32.711.724,29.894.724,1.820.989,1.761.096,-,-,83.177.720,78.251.619,29290408.0,27500834.0,5018270.0,5001712.0,14336329.0,14093253.0,32711724.0,29894724.0,1820989.0,1761096.0,,,83177720.0,78251619.0
Doanh thu giữa cácbộ phận,Doanh thu giữa cácbộ phận,Doanh thu giữa cácbộ phận,2.174.221,1.565.647,2.631.446,1.982.731,-,-,252.251,159.503,897.272,689.147,(5.955.190),(4.397.028),-,-,2174221.0,1565647.0,2631446.0,1982731.0,,,252251.0,159503.0,897272.0,689147.0,-5955190.0,-4397028.0,,
Lợi nhuận gộpcủa bộ phân,Lợi nhuận gộpcủa bộ phân,Lợi nhuận gộpcủa bộ phân,13.750.358,12.993.895,1.552.074,846.188,908.604,784.276,8.027.722,6.869.451,416.980,627.302,-,-,24.655.738,22.121.112,13750358.0,12993895.0,1552074.0,846188.0,908604.0,784276.0,8027722.0,6869451.0,416980.0,627302.0,,,24655738.0,22121112.0
Kết quả kinh doanhcủa bộ phân,Kết quả kinh doanhcủa bộ phân,Kết quả kinh doanhcủa bộ phân,7.405.081,6.589.010,153.684,(234.245),125.887,(82.726),108.931,(655.186),3.236.467,2.788.280,-,-,11.030.050,8.405.133,7405081.0,6589010.0,153684.0,-234245.0,125887.0,-82726.0,108931.0,-655186.0,3236467.0,2788280.0,,,11030050.0,8405133.0
Chi phí không phân bổthuẩn,Chi phí không phân bổthuẩn,Chi phí không phân bổthuẩn,,,,,,,,,,,,,(6.757.666),(6.535.206),,,,,,,,,,,,,-6757666.0,-6535206.0
Lợi nhuận thuần,Lợi nhuận thuần,Lợi nhuận thuần,,,,,,,,,,,,,4.272.384,1.869.927,,,,,,,,,,,,,4272384.0,1869927.0
