row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2024Triệu VND,2023Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__2024Triệu VND,numeric__2023Triệu VND
Phân bổ cho:,Phân bổ cho:,Phân bổ cho:,Phân bổ cho:,Phân bổ cho:,Phân bổ cho:,Phân bổ cho:,,,,
Chủ sở hữu của Công ty,Phân bổ cho: > Chủ sở hữu của Công ty,Chủ sở hữu của Công ty,61,,1.999.059,418.695,61.0,,1999059.0,418695.0
Cổ đông không kiểm soát,Phân bổ cho: > Cổ đông không kiểm soát,Cổ đông không kiểm soát,62,,2.273.325,1.451.232,62.0,,2273325.0,1451232.0
Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,,,,
Lãi cơ bản trên cổ phiếu (VND),Lãi trên cổ phiếu > Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),70,37,1.345,294,70.0,37.0,1345.0,294.0
