row_label_raw,row_label_full,STT,Tên công ty,Thuyết minh,Hoạt động chính,Tỷ lệ lợi ích tại > 31/12/2024,Tỷ lệ lợi ích tại > 1/1/2024,numeric__Tên công ty,numeric__Thuyết minh,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích tại > 31/12/2024,numeric__Tỷ lệ lợi ích tại > 1/1/2024
50,50,50,H.C. Starck Tungsten GK (Japan),(ii)/(c),Kinh doanh và phân phối,-,"86,4%",,,,,0.8640000000000001
51,51,51,H.C. Starck Tungsten LLC (USA),(ii)/(c),Kinh doanh và phân phối,-,"86,4%",,,,,0.8640000000000001
52,52,52,H.C. Starck Jiangwu Tungsten Specialities (Ganzhou) Co. Ltd. (China),(ii)/(c),Chế biến sâu kim loại màu và kim loại quý (Vonfram),-,"51,8%",,,,,0.518
53,53,53,Chemitas GmbH (Germany),(ii)/(c),"Cung cấp năng lượng, quản lý chất thải và dịch vụ hậu cần",-,"86,4%",,,,,0.8640000000000001
54,54,54,"Công ty Cổ phần Masan MEATLife (""MML"")",(v)/(a),Tư vấn quản lý đầu tư,"94,3%","94,9%",,,,0.943,0.9490000000000001
55,55,55,"Công ty TNHH MNS Meat (""MNS Meat"")",(iii)/(a)(g),Đạm động vật,"94,3%","94,9%",,,,0.943,0.9490000000000001
56,56,56,"Công ty TNHH MML Farm Nghệ An (""Farm Nghệ An"")",(iii)/(a),Chăn nuôi lợn,"94,3%","94,9%",,,,0.943,0.9490000000000001
57,57,57,"Công ty TNHH MNS Farm (""MNS Farm"")",(iii)/(a)(g),Tư vấn quản lý đầu tư,"94,3%","94,9%",,,,0.943,0.9490000000000001
58,58,58,"Công ty TNHH MNS Meat Processing (""MNS Meat Processing"")",(iii)/(a)(g),Tư vấn quản lý đầu tư,"94,3%","94,9%",,,,0.943,0.9490000000000001
59,59,59,"Công ty TNHH MEATDeli HN (""MEATDeli Hà Nam"")",(iii)/(a),Chế biến thịt,"94,3%","94,9%",,,,0.943,0.9490000000000001
60,60,60,"Công ty TNHH MEATDeli Sài Gòn (""MEATDeli Sài Gòn"")",(iii)/(a),Chế biến thịt,"94,3%","94,9%",,,,0.943,0.9490000000000001
61,61,61,"Công ty Cổ phần Masan Jinju (""MSJ"")",(iii)/(a),Sản xuất và kinh doanh thực phẩm tiện lợi,"70,7%","71,1%",,,,0.7070000000000001,0.711
62,62,62,"Công ty Cổ phần 3F VIỆT (""3F VIỆT"")",(iii)/(a),Chăn nuôi và kinh doanh gà,"48,1%","48,4%",,,,0.48100000000000004,0.484
63,63,63,"Công ty TNHH Thực Phẩm 3F VIỆT (""3F VIỆT Food"")",(iii)/(a),Chế biến và kinh doanh thịt,"48,1%","48,4%",,,,0.48100000000000004,0.484
