row_label_raw,row_label_full,col_0,Nước ngoài,Nước ngoài_1,Trong nước,Trong nước_1,Tổng,Tổng_1,numeric__Nước ngoài,numeric__Nước ngoài_1,numeric__Trong nước,numeric__Trong nước_1,numeric__Tổng,numeric__Tổng_1
,,,2024Triệu VND,2023Triệu VND,2024Triệu VND,2023Triệu VND,2024Triệu VND,2023Triệu VND,,,,,,
Doanh thu thuần bán hàng ra bên ngoài,Doanh thu thuần bán hàng ra bên ngoài,Doanh thu thuần bán hàng ra bên ngoài,14.375.771,13.207.381,68.801.949,65.044.238,83.177.720,78.251.619,14375771.0,13207381.0,68801949.0,65044238.0,83177720.0,78251619.0
Chi tiêu vốn,Chi tiêu vốn,Chi tiêu vốn,247.778,125.430,2.851.522,2.103.366,3.099.300,2.228.796,247778.0,125430.0,2851522.0,2103366.0,3099300.0,2228796.0
,,,Nước ngoài,Nước ngoài,Trong nước,Trong nước,Tổng,Tổng,,,,,,
,,,31/12/2024Triệu VND,1/1/2024Triệu VND,31/12/2024Triệu VND,1/1/2024Triệu VND,31/12/2024Triệu VND,1/1/2024Triệu VND,,,,,,
Tổng tài sản,Tổng tài sản,Tổng tài sản,32.435,12.251.735,147.552.283,135.131.737,147.584.718,147.383.472,32435.0,12251735.0,147552283.0,135131737.0,147584718.0,147383472.0
