row_label_raw,row_label_full,STT,Tên công ty,Thuyết minh,Hoạt động chính,Tỷ lệ lợi ích tại > 31/12/2024,Tỷ lệ lợi ích tại > 1/1/2024,numeric__Tên công ty,numeric__Thuyết minh,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích tại > 31/12/2024,numeric__Tỷ lệ lợi ích tại > 1/1/2024
38,38,38,"Công ty TNHH Một Thành viên Thương mại và Đầu tư Thái Nguyên (""TNTI"")",(ii)/(b),Tư vấn quản lý đầu tư,"94,9%","86,4%",,,,0.9490000000000001,0.8640000000000001
39,39,39,"Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo (""NPM"")",(ii)/(b),Khai thác và chế biến quặng,"94,9%","86,4%",,,,0.9490000000000001,0.8640000000000001
40,40,40,"Công ty TNHH Vonfram Masan (""MTC"")",(ii)/(b),Khai thác sâu kim loại màu và kim loại quý (vonfram),"94,9%","86,4%",,,,0.9490000000000001,0.8640000000000001
41,41,41,"H.C. Starck Holding (Germany) GmbH (Germany) (""HCS"")",(ii)/(c),Tư vấn quản lý đầu tư,-,"86,4%",,,,,0.8640000000000001
42,42,42,ChemiLytics Beteiligungs GmbH (Germany),(ii)/(c),Tư vấn quản lý đầu tư,-,"86,4%",,,,,0.8640000000000001
43,43,43,H.C. Starck GmbH (Germany),(ii)/(c),Tư vấn quản lý đầu tư,-,"86,4%",,,,,0.8640000000000001
44,44,44,Chemische Fabriken Oker und Braunschweig AG (Germany),(ii)/(c),Sản xuất hóa chất dùng trong sản xuất giấy và phụ gia cho ngành vật liệu hấp thụ,-,"86,4%",,,,,0.8640000000000001
45,45,45,H.C. Starck Infrastructure GmbH & Co. KG (Germany),(ii)/(c),Chế biến sâu kim loại màu và kim loại quý (Vonfram),-,"86,4%",,,,,0.8640000000000001
46,46,46,ChemiLytics GmbH & Co. KG (Germany),(ii)/(c),Phân tích hóa học và dữ liệu đo lường vật lý,-,"86,4%",,,,,0.8640000000000001
47,47,47,H.C. Starck Tungsten GmbH (Germany),(ii)/(c),Chế biến sâu kim loại màu và kim loại quý (Vonfram),-,"86,4%",,,,,0.8640000000000001
48,48,48,H.C. Starck Nonferrous Metals Trading (Shanghai) Co. Ltd. (China),(ii)/(c),Kinh doanh và phân phối,-,"86,4%",,,,,0.8640000000000001
49,49,49,H.C. Starck Canada Inc. (Canada),(ii)/(c),Chế biến sâu kim loại màu và kim loại quý (Vonfram),-,"86,4%",,,,,0.8640000000000001
