row_label_raw,row_label_full,STT,Tên công ty,Thuyết minh,Hoạt động chính,Tỷ lệ lợi ích tại > 31/12/2024,Tỷ lệ lợi ích tại > 1/1/2024,numeric__Tên công ty,numeric__Thuyết minh,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích tại > 31/12/2024,numeric__Tỷ lệ lợi ích tại > 1/1/2024
24,24,24,"Công ty TNHH Một Thành viên Masan HG (""MHG"")",(i)/(a),Sản xuất thực phẩm tiện lợi và bao bì,"67,4%","68,3%",,,,0.674,0.6829999999999999
25,25,25,"Công ty TNHH Masan HG 2 (""MH2"")",(i)/(a),"Sản xuất gia vị, thực phẩm tiện lợi, đồ uống và bao bì","67,4%","68,3%",,,,0.674,0.6829999999999999
26,26,26,"Công ty Cổ phần Nước khoáng Quảng Ninh (""QNW"")",(i)/(a),Sản xuất và kinh doanh đồ uống,"44,4%","44,9%",,,,0.444,0.449
27,27,27,"Công ty TNHH Masan HPC (""HPC"")",(i)/(a),Kinh doanh và phân phối,"67,4%","68,3%",,,,0.674,0.6829999999999999
28,28,28,"Công ty Cổ phần Bột giặt NET (""NET"")",(i)/(a),Kinh doanh và sản xuất các sản phẩm gia dụng,"35,2%","35,7%",,,,0.35200000000000004,0.35700000000000004
29,29,29,"Công ty TNHH Masan Innovation (""INV"")",(i)/(a),Kinh doanh và phân phối,"67,4%","68,3%",,,,0.674,0.6829999999999999
30,30,30,"Công ty TNHH Hi-Fresh (""HIF"")",(i)/(a),Kinh doanh và phân phối,"67,4%","68,3%",,,,0.674,0.6829999999999999
31,31,31,"Công ty TNHH Tư Giặt Sấy Chanté (trước đây là ""Công ty TNHH Giặt üi Chuyên nghiệp Joints Pro"")",(i)/(a),Dịch vụ giặt üi,"67,4%","68,3%",,,,0.674,0.6829999999999999
32,32,32,"Công ty TNHH Tầm nhìn Masan (""MH"")",(ii),Tư vấn quản lý đầu tư,"100,0%","100,0%",,,,1.0,1.0
33,33,33,"Công ty TNHH Plutus Holdings (""PLUTUS"")",(ii)/(f),Tư vấn quản lý đầu tư,"100,0%",-,,,,1.0,
34,34,34,"Công ty TNHH Mapleleaf (""MPL"")",(ii),Tư vấn quản lý đầu tư,"99,9%","99,9%",,,,0.9990000000000001,0.9990000000000001
35,35,35,"Công ty Cổ phần Masan Blue (""MBL"")",(ii),Kinh doanh và phân phối,"99,8%","99,8%",,,,0.998,0.998
36,36,36,"Công ty Cổ phần Masan High-Tech Materials (""MHT"")",(ii)/(b),Tư vấn quản lý đầu tư,"94,9%","86,4%",,,,0.9490000000000001,0.8640000000000001
37,37,37,"Công ty TNHH Một Thành viên Tài nguyên Masan Thái Nguyên (""MRTN"")",(ii)/(b),Tư vấn quản lý đầu tư,"94,9%","86,4%",,,,0.9490000000000001,0.8640000000000001
