row_label_raw,row_label_full,col_0,2024,2024_1,2023,2023_1,numeric__2024,numeric__2024_1,numeric__2023,numeric__2023_1
,,,%,Triệu VND,%,Triệu VND,,,,
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,"100,0%",6.024.803,"100,0%",2.562.974,1.0,6024803.0,1.0,2562974.0
Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,"20,0%",1.204.961,"20,0%",512.595,0.2,1204961.0,0.2,512595.0
Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,"-9,1%",(546.289),"-25,4%",(649.971),-0.091,-546289.0,-0.254,-649971.0
Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,"3,0%",178.509,"-7,0%",(179.121),0.03,178509.0,-0.07,-179121.0
"Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi trong các công ty liên kết, trừ đi ảnh hưởng thuế Biến động của các chênh lệch tạm thời được khấu trừ","Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi trong các công ty liên kết, trừ đi ảnh hưởng thuế Biến động của các chênh lệch tạm thời được khấu trừ","Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi trong các công ty liên kết, trừ đi ảnh hưởng thuế Biến động của các chênh lệch tạm thời được khấu trừ","2,0%",121.214,"1,2%",31.144,0.02,121214.0,0.012,31144.0
"Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi trong các công ty liên kết, trừ đi ảnh hưởng thuế Biến động của các chênh lệch tạm thời được khấu trừ","Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi trong các công ty liên kết, trừ đi ảnh hưởng thuế Biến động của các chênh lệch tạm thời được khấu trừ","Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi trong các công ty liên kết, trừ đi ảnh hưởng thuế Biến động của các chênh lệch tạm thời được khấu trừ","-14,8%",(888.754),"-30,4%",(779.196),-0.14800000000000002,-888754.0,-0.304,-779196.0
"Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi trong các công ty liên kết, trừ đi ảnh hưởng thuế Biến động của các chênh lệch tạm thời được khấu trừ","Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi trong các công ty liên kết, trừ đi ảnh hưởng thuế Biến động của các chênh lệch tạm thời được khấu trừ","Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi trong các công ty liên kết, trừ đi ảnh hưởng thuế Biến động của các chênh lệch tạm thời được khấu trừ","10,0%",602.911,"30,7%",787.633,0.1,602911.0,0.307,787633.0
Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,"0,0%",2.265,"0,1%",2.324,0.0,2265.0,0.001,2324.0
Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,"-1,4%",(86.576),"-0,6%",(15.005),-0.013999999999999999,-86576.0,-0.006,-15005.0
Thu nhập được miễn thuế,Thu nhập được miễn thuế,Thu nhập được miễn thuế,-,-,"-0,1%",(2.333),,,-0.001,-2333.0
Chi phí lãi vay theo Nghị định 132/2020/NĐ-CP,Chi phí lãi vay theo Nghị định 132/2020/NĐ-CP,Chi phí lãi vay theo Nghị định 132/2020/NĐ-CP,"12,1%",728.324,"40,5%",1.038.949,0.121,728324.0,0.405,1038949.0
Ghi giảm/(hoàn nhập việc ghi giảm) tài sản thuế thu nhập hoãn lại và khác,Ghi giảm/(hoàn nhập việc ghi giảm) tài sản thuế thu nhập hoãn lại và khác,Ghi giảm/(hoàn nhập việc ghi giảm) tài sản thuế thu nhập hoãn lại và khác,"7,2%",435.854,"-2,1%",(53.972),0.07200000000000001,435854.0,-0.021,-53972.0
,,,"29,0%",1.752.419,"26,9%",693.047,0.29,1752419.0,0.26899999999999996,693047.0
