row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2024Triệu VND,2023Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__2024Triệu VND,numeric__2023Triệu VND
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,01,28,83.456.446,78.516.999,1.0,28.0,83456446.0,78516999.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,28,278.726,265.380,2.0,28.0,278726.0,265380.0
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,10,28,83.177.720,78.251.619,10.0,28.0,83177720.0,78251619.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,29,58.521.982,56.130.507,11.0,29.0,58521982.0,56130507.0
Lợi nhuận gộp,Lợi nhuận gộp,Lợi nhuận gộp,20,,24.655.738,22.121.112,20.0,,24655738.0,22121112.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,30,4.043.530,2.405.205,21.0,30.0,4043530.0,2405205.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,31,7.900.139,8.129.513,22.0,31.0,7900139.0,8129513.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,6.404.706,6.946.060,23.0,,6404706.0,6946060.0
Phần lãi từ các công ty liên kết,Phần lãi từ các công ty liên kết,Phần lãi từ các công ty liên kết,24,,4.443.769,3.895.982,24.0,,4443769.0,3895982.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,32,14.565.375,14.192.355,25.0,32.0,14565375.0,14192355.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,33,3.916.974,3.750.002,26.0,33.0,3916974.0,3750002.0
Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,30,,6.760.549,2.350.429,30.0,,6760549.0,2350429.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,34,180.026,309.976,31.0,34.0,180026.0,309976.0
Chi phí khác,Chi phí khác,Chi phí khác,32,35,915.772,97.431,32.0,35.0,915772.0,97431.0
Kết quả của các hoạt động khác,Kết quả của các hoạt động khác,Kết quả của các hoạt động khác,40,,(735.746),212.545,40.0,,-735746.0,212545.0
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,50,,6.024.803,2.562.974,50.0,,6024803.0,2562974.0
Chi phí thuế thu nhập hiện hành,Chi phí thuế thu nhập hiện hành,Chi phí thuế thu nhập hiện hành,51,36,1.510.936,1.288.786,51.0,36.0,1510936.0,1288786.0
Chi phí/(Lợi ích) thuế thu nhập hoãn lại,Chi phí/(Lợi ích) thuế thu nhập hoãn lại,Chi phí/(Lợi ích) thuế thu nhập hoãn lại,52,36,241.483,(595.739),52.0,36.0,241483.0,-595739.0
Lợi nhuận thuần sau thuế,Lợi nhuận thuần sau thuế,Lợi nhuận thuần sau thuế,60,,4.272.384,1.869.927,60.0,,4272384.0,1869927.0
