row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,21,1.365.944.919.705,2.312.065.348.262,,1.0,21.0,1365944919705.0,2312065348262.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,1.365.944.919.705,2.312.065.348.262,,10.0,,1365944919705.0,2312065348262.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,22,1.349.390.574.698,2.286.565.452.879,,11.0,22.0,1349390574698.0,2286565452879.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,16.554.345.007,25.499.895.383,,20.0,,16554345007.0,25499895383.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,23,965.988.573.740,1.456.876.578.369,,21.0,23.0,965988573740.0,1456876578369.0
6.,6.,6.,Chi phí tài chính,22,24,94.130.369.461,182.183.543.264,,22.0,24.0,94130369461.0,182183543264.0
,,,- Trong đó: Chi phí lãi vay,23,,94.644.147.806,171.236.022.854,,23.0,,94644147806.0,171236022854.0
7.,7.,7.,Chi phí bán hàng,25,25,4.831.841.304,7.124.166.717,,25.0,25.0,4831841304.0,7124166717.0
8.,8.,8.,Chi phí quản lý doanh nghiệp,26,25,29.782.557.603,38.978.413.805,,26.0,25.0,29782557603.0,38978413805.0
9.,9.,9.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,853.798.150.379,1.254.090.349.966,,30.0,,853798150379.0,1254090349966.0
10.,10.,10.,Thu nhập khác,31,,21.416.754,481,,31.0,,21416754.0,481.0
11.,11.,11.,Chi phí khác,32,,7.226,35.193.866,,32.0,,7226.0,35193866.0
12.,12.,12.,Lợi nhuận/(lỗ) khác (40=31-32),40,,21.409.528,(35.193.385),,40.0,,21409528.0,-35193385.0
13.,13.,13.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,853.819.559.907,1.254.055.156.581,,50.0,,853819559907.0,1254055156581.0
14.,14.,14.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,27,,,,51.0,27.0,,
15.,15.,15.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,853.819.559.907,1.254.055.156.581,,60.0,,853819559907.0,1254055156581.0
