row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,512.681.504.650,1.447.711.370.879,,100.0,,512681504650.0,1447711370879.0
I.,I.,I.,Tiền,110,4,102.846.824.847,359.308.639.737,,110.0,4.0,102846824847.0,359308639737.0
1.,1.,1.,Tiền,111,,102.846.824.847,359.308.639.737,,111.0,,102846824847.0,359308639737.0
II.,II.,II.,Các khoản phải thu ngắn hạn,130,,396.788.917.799,942.714.412.406,,130.0,,396788917799.0,942714412406.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5,187.627.309.118,535.771.165.566,,131.0,5.0,187627309118.0,535771165566.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,,37.500.000,635.630.532,,132.0,,37500000.0,635630532.0
3.,3.,3.,Phải thu về cho vay ngắn hạn,135,6,200.000.000.000,405.000.000.000,,135.0,6.0,200000000000.0,405000000000.0
4.,4.,4.,Phải thu ngắn hạn khác,136,7,9.751.569.084,1.935.076.711,,136.0,7.0,9751569084.0,1935076711.0
5.,5.,5.,Dự phòng phải thu ngắn hạn khó đòi,137,,(627.460.403),(627.460.403),,137.0,,-627460403.0,-627460403.0
III.,III.,III.,Hàng tồn kho,140,,-,130.807.200.558,,140.0,,,130807200558.0
1.,1.,1.,Hàng tồn kho,141,,-,130.807.200.558,,141.0,,,130807200558.0
IV.,IV.,IV.,Tài sản ngắn hạn khác,150,,13.045.762.004,14.881.118.178,,150.0,,13045762004.0,14881118178.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,8,1.272.095.928,737.172.008,,151.0,8.0,1272095928.0,737172008.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,-,2.370.280.094,,152.0,,,2370280094.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,13,11.773.666.076,11.773.666.076,,153.0,13.0,11773666076.0,11773666076.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,5.808.559.498.753,5.862.556.855.354,,200.0,,5808559498753.0,5862556855354.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,10.000.000,10.000.000,,210.0,,10000000.0,10000000.0
1.,1.,1.,Phải thu dài hạn khác,216,7,10.000.000,10.000.000,,216.0,7.0,10000000.0,10000000.0
II.,II.,II.,Tài sản cố định,220,,17.020.827.843,12.551.220.454,,220.0,,17020827843.0,12551220454.0
1.,1.,1.,Tài sản cố định hữu hình,221,9,3.876.820.761,5.585.162.718,,221.0,9.0,3876820761.0,5585162718.0
,,,- Nguyên giá,222,,9.312.451.969,9.312.451.969,,222.0,,9312451969.0,9312451969.0
,,,- Giá trị hao mòn lũy kế,223,,(5.435.631.208),(3.727.289.251),,223.0,,-5435631208.0,-3727289251.0
2.,2.,2.,Tài sản cố định vô hình,227,10,13.144.007.082,6.966.057.736,,227.0,10.0,13144007082.0,6966057736.0
,,,- Nguyên giá,228,,17.644.588.750,9.570.266.170,,228.0,,17644588750.0,9570266170.0
,,,- Giá trị hao mòn lũy kế,229,,(4.500.581.668),(2.604.208.434),,229.0,,-4500581668.0,-2604208434.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,-,2.222.924.980,,240.0,,,2222924980.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,,-,2.222.924.980,,242.0,,,2222924980.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,11,5.788.498.116.815,5.840.087.258.502,,250.0,11.0,5788498116815.0,5840087258502.0
1.,1.,1.,Đầu tư vào công ty con,251,,4.707.309.678.727,4.649.937.895.744,,251.0,,4707309678727.0,4649937895744.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,,1.111.361.869.099,1.238.396.869.099,,253.0,,1111361869099.0,1238396869099.0
3.,3.,3.,Dự phòng đầu tư tài chính dài hạn,254,,(30.173.431.011),(48.247.506.341),,254.0,,-30173431011.0,-48247506341.0
V.,V.,V.,Tài sản dài hạn khác,260,,3.030.554.095,7.685.451.418,,260.0,,3030554095.0,7685451418.0
1.,1.,1.,Chi phí trả trước dài hạn,261,8,3.030.554.095,7.685.451.418,,261.0,8.0,3030554095.0,7685451418.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,6.321.241.003.403,7.310.268.226.233,,270.0,,6321241003403.0,7310268226233.0
