row_label_raw,row_label_full,"Bên cho vay > Ngân hàng TMCP Kỹ thương Việt Nam - Hội Sở > Ngân hàng TNHH MTV HSBC Việt Nam (""HSBC"") > Ngân hàng TNHH MTV Standard Chartered (Việt Nam) > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 1 > Ngân hàng BNP Paribas - Chi nhánh Hà Nội",Số dư cuối năm > VND > 94.773.804.580 > 70.136.666.233 > 27.297.843.573 > 10.029.686.579 > 6.848.519.652,Số dư đầu năm > VND > - > 147.226.960.177 > 150.172.776.252 > -,"Ngày đáo hạn > Kỳ hạn vay 120 ngày. Lãi vay trả hàng tháng. Khế ước cuối cùng đáo hạn ngày 25 tháng 01 năm 2025. > Kỳ hạn vay 05 tháng. Lãi vay trả theo tháng, tính tròn tháng từ ngày giải ngân theo từng khế ước vay. Khế ước cuối cùng đáo hạn ngày 16 tháng 5 năm 2025. > Kỳ hạn vay 120 ngày. Lãi vay trả cuối kỳ cùng gốc vay. Khế ước cuối cùng đáo hạn ngày 27 tháng 4 năm 2025. > Kỳ hạn vay 164 ngày. Lãi vay trả hàng tháng. Khế ước cuối cùng đáo hạn ngày 10 tháng 01 năm 2025. > Kỳ hạn vay 05 tháng. Lãi vay trả cuối kỳ cùng gốc vay. Khế ước cuối cùng đáo hạn ngày 25 tháng 3 năm 2025.","Lãi suất > %/năm > 4,6% > 4,2% > 4,1%-4,5% > 3,6% > 4,1%",Mục đích vay > Thanh toán tiền mua hàng hóa,"Tài sản đảm bảo > Không có tài sản đảm bảo > Hợp đồng thể chấp số VHN 166721/4/MR ngày 28 tháng 8 năm 2024 giữa Công ty Cổ phần Điện lực GELEX và HSBC, thể chấp quyền đời nợ các khoản phải thu hình thành do HSBC tài trợ. Thư bảo lãnh ngày 04 tháng 9 năm 2024 của GELEX > Hợp đồng bảo lãnh vay vốn giữa GELEX và Ngân hàng Standard Chartered (Việt Nam) > Đảm bảo bằng khoản ký quỹ giá trị bằng 30% dư nợ > Hợp đồng thể chấp khoản phải thu ngày 27 tháng 8 năm 2024 giữa Công ty Cổ phần Điện lực GELEX và Ngân hàng BNP Paribas - Chi nhánh Hà Nội.",numeric__Số dư cuối năm > VND > 94.773.804.580 > 70.136.666.233 > 27.297.843.573 > 10.029.686.579 > 6.848.519.652,numeric__Số dư đầu năm > VND > - > 147.226.960.177 > 150.172.776.252 > -,"numeric__Ngày đáo hạn > Kỳ hạn vay 120 ngày. Lãi vay trả hàng tháng. Khế ước cuối cùng đáo hạn ngày 25 tháng 01 năm 2025. > Kỳ hạn vay 05 tháng. Lãi vay trả theo tháng, tính tròn tháng từ ngày giải ngân theo từng khế ước vay. Khế ước cuối cùng đáo hạn ngày 16 tháng 5 năm 2025. > Kỳ hạn vay 120 ngày. Lãi vay trả cuối kỳ cùng gốc vay. Khế ước cuối cùng đáo hạn ngày 27 tháng 4 năm 2025. > Kỳ hạn vay 164 ngày. Lãi vay trả hàng tháng. Khế ước cuối cùng đáo hạn ngày 10 tháng 01 năm 2025. > Kỳ hạn vay 05 tháng. Lãi vay trả cuối kỳ cùng gốc vay. Khế ước cuối cùng đáo hạn ngày 25 tháng 3 năm 2025.","numeric__Lãi suất > %/năm > 4,6% > 4,2% > 4,1%-4,5% > 3,6% > 4,1%",numeric__Mục đích vay > Thanh toán tiền mua hàng hóa,"numeric__Tài sản đảm bảo > Không có tài sản đảm bảo > Hợp đồng thể chấp số VHN 166721/4/MR ngày 28 tháng 8 năm 2024 giữa Công ty Cổ phần Điện lực GELEX và HSBC, thể chấp quyền đời nợ các khoản phải thu hình thành do HSBC tài trợ. Thư bảo lãnh ngày 04 tháng 9 năm 2024 của GELEX > Hợp đồng bảo lãnh vay vốn giữa GELEX và Ngân hàng Standard Chartered (Việt Nam) > Đảm bảo bằng khoản ký quỹ giá trị bằng 30% dư nợ > Hợp đồng thể chấp khoản phải thu ngày 27 tháng 8 năm 2024 giữa Công ty Cổ phần Điện lực GELEX và Ngân hàng BNP Paribas - Chi nhánh Hà Nội."
Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Sinopac - Chi nhánh Thành phố Hồ Chí Minh,-,14.606.043.814,,,,,,14606043814.0,,,,
,,,209.086.520.617,312.005.780.243,,,,,209086520617.0,312005780243.0,,,,
