row_label_raw,row_label_full,col_0,Opening balance,Opening balance_1,In the year,In the year_1,Closing balance,Closing balance_1,numeric__Opening balance,numeric__Opening balance_1,numeric__In the year,numeric__In the year_1,numeric__Closing balance,numeric__Closing balance_1
,,,VND,VND,VND,VND,VND,VND,,,,,,
,,,Amount,Amount able to be paid off,Increases,Decreases,Amount,Amount able to be paid off,,,,,,
Loans from related parties (Detail stated in Note 28),Loans from related parties (Detail stated in Note 28),Loans from related parties (Detail stated in Note 28),"50,000,000,000","50,000,000,000",-,"50,000,000,000",-,-,,,,,,
Loans from related parties (Detail stated in Note 28),Loans from related parties (Detail stated in Note 28),Loans from related parties (Detail stated in Note 28),"50,000,000,000","50,000,000,000",-,"50,000,000,000",-,-,,,,,,
Repayment schedule is presented as follows:,Repayment schedule is presented as follows:,Repayment schedule is presented as follows:,Repayment schedule is presented as follows:,Repayment schedule is presented as follows:,Repayment schedule is presented as follows:,Repayment schedule is presented as follows:,Repayment schedule is presented as follows:,Repayment schedule is presented as follows:,,,,,,
,,,,,,,Closing balance,Opening balance,,,,,,
,,,,,,,VND,VND,,,,,,
Within one year,Within one year,Within one year,,,,,-,"1,096,125,470,514",,,,,,
In the second year,In the second year,In the second year,,,,,-,"50,000,000,000",,,,,,
,,,,,,,-,"1,146,125,470,514",,,,,,
