row_label_raw,row_label_full,col_0,Phần mềmmáy tính,Tổng,numeric__Phần mềmmáy tính,numeric__Tổng
,,,VND,VND,,
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,
Số dư đầu năm,NGUYÊN GIÁ > Số dư đầu năm,Số dư đầu năm,9.570.266.170,9.570.266.170,9570266170.0,9570266170.0
Tăng trong năm,NGUYÊN GIÁ > Tăng trong năm,Tăng trong năm,8.074.322.580,8.074.322.580,8074322580.0,8074322580.0
Số dư cuối năm,NGUYÊN GIÁ > Số dư cuối năm,Số dư cuối năm,17.644.588.750,17.644.588.750,17644588750.0,17644588750.0
GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,,
Số dư đầu năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư đầu năm,Số dư đầu năm,2.604.208.434,2.604.208.434,2604208434.0,2604208434.0
Hao mòn trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Hao mòn trong năm,Hao mòn trong năm,1.896.373.234,1.896.373.234,1896373234.0,1896373234.0
Số dư cuối năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư cuối năm,Số dư cuối năm,4.500.581.668,4.500.581.668,4500581668.0,4500581668.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,
Tại ngày đầu năm,GIÁ TRỊ CÒN LẠI > Tại ngày đầu năm,Tại ngày đầu năm,6.966.057.736,6.966.057.736,6966057736.0,6966057736.0
Tại ngày cuối năm,GIÁ TRỊ CÒN LẠI > Tại ngày cuối năm,Tại ngày cuối năm,13.144.007.082,13.144.007.082,13144007082.0,13144007082.0
