row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,Nợ PHẢI TRẢ,300,,1.148.931.378.954,2.391.778.161.691,,300.0,,1148931378954.0,2391778161691.0
I.,I.,I.,Nợ ngắn hạn,310,,1.124.233.072.647,2.339.148.150.357,,310.0,,1124233072647.0,2339148150357.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,12,153.410.538.743,82.203.340.757,,311.0,12.0,153410538743.0,82203340757.0
2.,2.,2.,Thuế và các khoản phải nộp Nhà nước,313,13,350.391.013,117.432.450,,313.0,13.0,350391013.0,117432450.0
3.,3.,3.,Phải trả người lao động,314,,2.192.636.775,3.143.522.584,,314.0,,2192636775.0,3143522584.0
4.,4.,4.,Chi phí phải trả ngắn hạn,315,14,376.335.351,17.574.088.371,,315.0,14.0,376335351.0,17574088371.0
5.,5.,5.,Phải trả ngắn hạn khác,319,15,318.446.308.987,757.539.374.277,,319.0,15.0,318446308987.0,757539374277.0
6.,6.,6.,Vay và nợ thuê tài chính ngắn hạn,320,17,649.086.520.617,1.478.131.250.757,,320.0,17.0,649086520617.0,1478131250757.0
7.,7.,7.,"Quỹ khen thưởng, phúc lợi",322,,370.341.161,439.141.161,,322.0,,370341161.0,439141161.0
II.,II.,II.,Nợ dài hạn,330,,24.698.306.307,52.630.011.334,,330.0,,24698306307.0,52630011334.0
1.,1.,1.,Người mua trả tiền trước dài hạn,332,16,21.454.612.045,-,,332.0,16.0,21454612045.0,
2.,2.,2.,Chi phí phải trả dài hạn,333,14,1.271.185.764,-,,333.0,14.0,1271185764.0,
3.,3.,3.,Phải trả dài hạn khác,337,15,1.972.508.498,2.630.011.334,,337.0,15.0,1972508498.0,2630011334.0
4.,4.,4.,Vay và nợ thuê tài chính dài hạn,338,18,-,50.000.000.000,,338.0,18.0,,50000000000.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,5.172.309.624.449,4.918.490.064.542,,400.0,,5172309624449.0,4918490064542.0
I.,I.,I.,Vốn chủ sở hữu,410,19,5.172.309.624.449,4.918.490.064.542,,410.0,19.0,5172309624449.0,4918490064542.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,3.000.000.000.000,3.000.000.000.000,,411.0,,3000000000000.0,3000000000000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,3.000.000.000.000,3.000.000.000.000,,,,3000000000000.0,3000000000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,835.287.500.000,835.287.500.000,,412.0,,835287500000.0,835287500000.0
3.,3.,3.,Quỹ đầu tư phát triển,418,,5.000.000.000,5.000.000.000,,418.0,,5000000000.0,5000000000.0
4.,4.,4.,Lợi nhuận sau thuế chưa phân phối,421,,1.332.022.124.449,1.078.202.564.542,,421.0,,1332022124449.0,1078202564542.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,778.202.564.542,124.147.407.961,,,,778202564542.0,124147407961.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,553.819.559.907,954.055.156.581,,,,553819559907.0,954055156581.0
,,,TỔNG CÔNG NGUỒN VỐN (440=300+400),440,,6.321.241.003.403,7.310.268.226.233,,440.0,,6321241003403.0,7310268226233.0
