row_label_raw,row_label_full,col_0,Current year,Prior year,numeric__Current year,numeric__Prior year
,,,VND,VND,,
Dividends and profits received,Dividends and profits received,Dividends and profits received,"942,286,663,583","1,279,014,136,800",,
Bank and loan interest,Bank and loan interest,Bank and loan interest,"22,913,738,507","44,018,709,854",,
Foreign exchange gain,Foreign exchange gain,Foreign exchange gain,"2,636,534,149","6,632,498,995",,
Profits from the sale of investments,Profits from the sale of investments,Profits from the sale of investments,"(1,848,362,499)","127,063,062,534",,
Interest on deferred payment sales,Interest on deferred payment sales,Interest on deferred payment sales,-,"148,170,186",,
,,,"965,988,573,740","1,456,876,578,369",,
