row_label_raw,row_label_full,col_0,Opening balance,Paid during the year,Offset during the year,Closing balance,numeric__Opening balance,numeric__Paid during the year,numeric__Offset during the year,numeric__Closing balance
,,,VND,VND,VND,VND,,,,
a. Tax receivables,a. Tax receivables,a. Tax receivables,a. Tax receivables,a. Tax receivables,a. Tax receivables,a. Tax receivables,,,,
Corporate income tax,Corporate income tax,Corporate income tax,"254,361,769",-,-,"254,361,769",,,,
Value added tax,Value added tax,Value added tax,"11,519,304,307",-,-,"11,519,304,307",,,,
,,,"11,773,666,076",-,-,"11,773,666,076",,,,
,,,Opening balance,Payable during the year,Paid during the year,Closing balance,,,,
,,,VND,VND,VND,VND,,,,
b. Tax payables,b. Tax payables,b. Tax payables,b. Tax payables,b. Tax payables,b. Tax payables,b. Tax payables,,,,
Value added tax,Value added tax,Value added tax,-,"49,902,255,862","49,716,647,916","185,607,946",,,,
Import and export tax,Import and export tax,Import and export tax,-,"79,788,885","79,788,885",-,,,,
Personal income tax,Personal income tax,Personal income tax,"82,432,450","2,082,448,819","2,000,098,202","164,783,067",,,,
Other taxes,Other taxes,Other taxes,"35,000,000","75,376,518","110,376,518",-,,,,
,,,"117,432,450","52,139,870,084","51,906,911,521","350,391,013",,,,
