row_label_raw,row_label_full,col_0,Closing balance,Closing balance_1,Opening balance,Opening balance_1,numeric__Closing balance,numeric__Closing balance_1,numeric__Opening balance,numeric__Opening balance_1
,,,VND,VND,VND,VND,,,,
,,,Amount,Amount able to be paid off,Amount,Amount able to be paid off,,,,
EMIC Electrical Measuring Instrument Joint Stock Company,EMIC Electrical Measuring Instrument Joint Stock Company,EMIC Electrical Measuring Instrument Joint Stock Company,"122,929,420,444","122,929,420,444","63,393,335,671","63,393,335,671",,,,
Ngo Han Joint Stock Company,Ngo Han Joint Stock Company,Ngo Han Joint Stock Company,"15,847,299,144","15,847,299,144","6,017,895,287","6,017,895,287",,,,
Others,Others,Others,"14,633,819,155","14,633,819,155","12,792,109,799","12,792,109,799",,,,
,,,"153,410,538,743","153,410,538,743","82,203,340,757","82,203,340,757",,,,
In which: Short-term trade payables to related parties (Details stated in Note 28),In which: Short-term trade payables to related parties (Details stated in Note 28),In which: Short-term trade payables to related parties (Details stated in Note 28),"123,026,332,084","123,026,332,084","63,393,335,671","63,393,335,671",,,,
