row_label_raw,row_label_full,col_0,Current year,Prior year,numeric__Current year,numeric__Prior year
,,,VND,VND,,
Sales of goods,Sales of goods,Sales of goods,"1,365,773,919,705","2,311,381,348,262",,
Sales of services,Sales of services,Sales of services,"171,000,000","684,000,000",,
,,,"1,365,944,919,705","2,312,065,348,262",,
In which:,In which:,In which:,In which:,In which:,,
Revenue from related parties (Details stated in Note 28),Revenue from related parties (Details stated in Note 28),Revenue from related parties (Details stated in Note 28),"660,635,792,860","1,486,719,131,565",,
