row_label_raw,row_label_full,ITEMS,Codes,Current year,Prior year,numeric__Codes,numeric__Current year,numeric__Prior year
III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,,,
1. Proceeds from borrowings,III. CASH FLOWS FROM FINANCING ACTIVITIES > 1. Proceeds from borrowings,1. Proceeds from borrowings,33,"1,727,737,867,223","1,286,973,921,751",33.0,,
2. Repayment of borrowings,III. CASH FLOWS FROM FINANCING ACTIVITIES > 2. Repayment of borrowings,2. Repayment of borrowings,34,"(2,606,782,597,363)","(1,944,123,351,674)",34.0,,
3. Dividends and profits paid,III. CASH FLOWS FROM FINANCING ACTIVITIES > 3. Dividends and profits paid,3. Dividends and profits paid,36,"(299,985,800,000)","(599,971,600,000)",36.0,,
Net cash (used in) financing activities,III. CASH FLOWS FROM FINANCING ACTIVITIES > Net cash (used in) financing activities,Net cash (used in) financing activities,40,"(1,179,030,530,140)","(1,257,121,029,923)",40.0,,
Net (decrease)/ increase in cash (50=20+30+40),III. CASH FLOWS FROM FINANCING ACTIVITIES > Net (decrease)/ increase in cash (50=20+30+40),Net (decrease)/ increase in cash (50=20+30+40),50,"(256,460,156,779)","342,192,183,327",50.0,,
Cash at the beginning of the year,III. CASH FLOWS FROM FINANCING ACTIVITIES > Cash at the beginning of the year,Cash at the beginning of the year,60,"359,308,639,737","17,129,349,002",60.0,,
Effects of changes in foreign exchange rates,III. CASH FLOWS FROM FINANCING ACTIVITIES > Effects of changes in foreign exchange rates,Effects of changes in foreign exchange rates,61,"(1,658,111)","(12,892,592)",61.0,,
Cash at the end of the year (70=50+60+61),III. CASH FLOWS FROM FINANCING ACTIVITIES > Cash at the end of the year (70=50+60+61),Cash at the end of the year (70=50+60+61),70,"102,846,824,847","359,308,639,737",70.0,,
