row_label_raw,row_label_full,col_0,Under 1 year,From 1 to 5 years,Over 5 years,Total,numeric__Under 1 year,numeric__From 1 to 5 years,numeric__Over 5 years,numeric__Total
"As of December 31, 2024","As of December 31, 2024","As of December 31, 2024",VND,VND,VND,VND,,,,
Cash,Cash,Cash,"65,350,168,569",-,-,"65,350,168,569",,,,
Trade and other receivables,Trade and other receivables,Trade and other receivables,"81,733,794,230","120,000,000",-,"81,853,794,230",,,,
Loans,Loans,Loans,"668,108,888,909",-,-,"668,108,888,909",,,,
,,,"815,192,851,708","120,000,000",-,"815,312,851,708",,,,
"As of January 1, 2024","As of January 1, 2024","As of January 1, 2024","As of January 1, 2024","As of January 1, 2024","As of January 1, 2024","As of January 1, 2024",,,,
Cash,Cash,Cash,"66,597,684,787",-,-,"66,597,684,787",,,,
Trade and other receivables,Trade and other receivables,Trade and other receivables,"40,422,421,113",-,-,"40,422,421,113",,,,
Loans,Loans,Loans,"303,582,700,000",-,-,"303,582,700,000",,,,
,,,"410,602,805,900",-,-,"410,602,805,900",,,,
