row_label_raw,row_label_full,Code,ASSET,Note,31/12/2024,01/01/2024,numeric__ASSET,numeric__Note,numeric__31/12/2024,numeric__01/01/2024
Code,Code,Code,ASSET,Note,VND,VND,,,,
100,100,100,A. CURRENT ASSETS,,"1,225,760,500,888","683,397,130,114",,,,
110,100 > 110,110,I. Cash and cash equivalents,03,"65,575,823,672","66,773,892,331",,3.0,,
111,111,111,1. Cash,,"65,575,823,672","66,773,892,331",,,,
120,111 > 120,120,II. Short-term financial investments,04,"668,108,888,909","303,582,700,000",,4.0,,
123,123,123,1. Held-to-maturity investments,,"668,108,888,909","303,582,700,000",,,,
130,130,130,III. Short-term receivables,,"82,209,240,154","43,326,832,024",,,,
131,130 > 131,131,1. Short-term trade receivables,05,"72,197,131,800","31,855,000,000",,5.0,,
132,130 > 132,132,2. Short-term prepayments to suppliers,06,"475,445,924","2,904,410,911",,6.0,,
136,130 > 136,136,3. Other short-term receivables,07,"9,536,662,430","8,567,421,113",,7.0,,
140,130 > 140,140,IV. Inventories,08,"386,371,652,862","255,371,279,136",,8.0,,
141,141,141,1. Inventories,,"387,767,964,174","255,457,554,434",,,,
149,149,149,2. Provision for devaluation of inventory,,"(1,396,311,312)","(86,275,298)",,,,
150,150,150,V. Other current assets,,"23,494,895,291","14,342,426,623",,,,
151,150 > 151,151,1. Short-term prepaid expenses,10,"1,482,099,834","932,354,644",,10.0,,
152,152,152,2. Deductible VAT,,"22,012,795,457","12,569,610,627",,,,
153,152 > 153,153,3. Taxes and others receivable from the State budget,13,-,"840,461,352",,13.0,,
200,200,200,B. NON-CURRENT ASSETS,,"3,448,241,883,537","3,429,369,249,649",,,,
210,210,210,I. Long-term receivables,,"120,000,000",-,,,,
216,210 > 216,216,1. Other long-term receivables,07,"120,000,000",-,,7.0,,
220,220,220,II. Fixed assets,,"23,877,719,194","1,973,212,595",,,,
221,220 > 221,221,1. Tangible fixed assets,09,"23,877,719,194","1,973,212,595",,9.0,,
222,222,222,- Historical cost,,"28,558,031,613","4,502,715,466",,,,
223,223,223,- Accumulated depreciation value,,"(4,680,312,419)","(2,529,502,871)",,,,
240,240,240,III. Long-term work in progress,,-,"3,603,619,121",,,,
242,242,242,1. Construction in progress costs,,-,"3,603,619,121",,,,
250,242 > 250,250,IV. Long-term financial investment,04,"3,423,739,097,286","3,423,739,097,286",,4.0,,
251,251,251,1. Investments in subsidiaries,,"1,059,032,297,286","1,059,032,297,286",,,,
252,252,252,"2. Investment in associate, joint venture",,"2,364,706,800,000","2,364,706,800,000",,,,
260,260,260,V. Other long-term assets,,"505,067,057","53,320,647",,,,
261,260 > 261,261,1. Long-term prepaid expenses,10,"505,067,057","53,320,647",,10.0,,
270,270,270,TOTAL ASSETS,,"4,674,002,384,425","4,112,766,379,763",,,,
