row_label_raw,row_label_full,Code,ITEMS,Note,Year 2024,Year 2023,numeric__ITEMS,numeric__Note,numeric__Year 2024,numeric__Year 2023
Code,Code,Code,ITEMS,Note,VND,VND,,,,
I. CASH FLOWS FROM OPERATING ACTIVITIES,I. CASH FLOWS FROM OPERATING ACTIVITIES,I. CASH FLOWS FROM OPERATING ACTIVITIES,I. CASH FLOWS FROM OPERATING ACTIVITIES,I. CASH FLOWS FROM OPERATING ACTIVITIES,I. CASH FLOWS FROM OPERATING ACTIVITIES,I. CASH FLOWS FROM OPERATING ACTIVITIES,,,,
01,01,01,1. Profit before tax,,"127,189,331,525","309,213,152,576",,,,
01,01,01,2. Adjustment for,,"(103,552,594,763)","(326,600,019,897)",,,,
02,02,02,- Depreciation of fixed assets and investment real estate,,"2,150,809,548","1,059,184,448",,,,
03,03,03,- Provisions,,"1,320,388,930","(4,750,968,397)",,,,
04,04,04,- Gains and losses from exchange rate differences due to revaluation,,"4,377,026,983","2,854,623,400",,,,
05,05,05,- Gains / losses from investment activities,,"(111,400,820,224)","(329,736,982,110)",,,,
06,06,06,- Interest expenses,,-,"3,974,122,762",,,,
08,08,08,3. Operating profit before changes in working capital,,"23,636,736,762","(17,386,867,321)",,,,
09,09,09,- Increase or decrease in receivables,,"(44,733,752,909)","(19,816,092,870)",,,,
10,10,10,- Increase or decrease in inventories,,"(132,310,409,740)","128,672,102,433",,,,
11,11,11,- Increase or decrease in payables (excluding interest payable/ corporate income tax payable),,"432,889,706,195","(964,319,782)",,,,
12,12,12,- Increase or decrease in prepaid expenses,,"(1,001,491,600)","(956,066,622)",,,,
14,14,14,- Interest paid,,-,"(4,082,615,912)",,,,
15,15,15,- Corporate income tax paid,,"(1,777,449,096)","(1,381,739,449)",,,,
20,20,20,Net cash flow from operating activities,,"276,703,339,612","84,084,400,477",,,,
II. CASH FLOWS FROM INVESTING ACTIVITIES,II. CASH FLOWS FROM INVESTING ACTIVITIES,II. CASH FLOWS FROM INVESTING ACTIVITIES,II. CASH FLOWS FROM INVESTING ACTIVITIES,II. CASH FLOWS FROM INVESTING ACTIVITIES,II. CASH FLOWS FROM INVESTING ACTIVITIES,II. CASH FLOWS FROM INVESTING ACTIVITIES,,,,
21,21,21,1. Purchase or construction of fixed assets and other long-term assets,,"(20,657,715,026)","(3,289,084,387)",,,,
22,22,22,2. Proceeds from disposals of fixed assets and other long-term assets,,"210,000,000","7,163,636,364",,,,
23,23,23,3. Loans and purchase of debt instruments from other entities,,"(1,060,572,628,046)","(460,582,700,000)",,,,
24,24,24,4. Collection of loans and resale of debt instrument of other entities,,"696,046,439,137","273,795,000,000",,,,
25,25,25,5. Cash spent on investment and Resources contribution to other units,,-,"(10,000,000,000)",,,,
27,27,27,"6. Interest, dividend and profit received",,"107,684,998,173","325,185,696,339",,,,
30,30,30,Net cash flow from investing activities,,"(277,288,905,762)","132,272,548,316",,,,
III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,,,,
34,34,34,1. Loan principal repayment,,-,"(195,303,975,600)",,,,
40,40,40,Net cash flow from financial activities,,-,"(195,303,975,600)",,,,
50,50,50,Net cash flow during the year,,"(585,566,150)","21,052,973,193",,,,
