row_label_raw,row_label_full,- Thuế giá trị gia tăng,Số phải thuđầu nămVND > -,Số phải nộpđầu nămVND > 1.659.849.984,Số phải nộptrong nămVND > 45.634.675.324,Số đã thực nộptrong nămVND > 47.294.525.308,Số phải thucuối nămVND > -,Số phải nộpcuối nămVND > -,numeric__Số phải thuđầu nămVND > -,numeric__Số phải nộpđầu nămVND > 1.659.849.984,numeric__Số phải nộptrong nămVND > 45.634.675.324,numeric__Số đã thực nộptrong nămVND > 47.294.525.308,numeric__Số phải thucuối nămVND > -,numeric__Số phải nộpcuối nămVND > -
"- Thuế xuất, nhập khẩu","- Thuế xuất, nhập khẩu","- Thuế xuất, nhập khẩu",-,4.788.028.800,80.977.872.774,85.765.901.574,-,-,,4788028800.0,80977872774.0,85765901574.0,,
- Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,840.461.352,-,8.721.075.392,1.777.449.096,-,6.103.164.944,840461352.0,,8721075392.0,1777449096.0,,6103164944.0
- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,-,47.669.030,699.207.704,648.710.952,-,98.165.782,,47669030.0,699207704.0,648710952.0,,98165782.0
- Các loại thuế khác,- Các loại thuế khác,- Các loại thuế khác,-,-,32.750.000,32.750.000,-,-,,,32750000.0,32750000.0,,
"- Các khoản phí, lệ phí và các khoản phải nộp khác","- Các khoản phí, lệ phí và các khoản phải nộp khác","- Các khoản phí, lệ phí và các khoản phải nộp khác",-,-,1.724.424.504,1.724.424.504,-,-,,,1724424504.0,1724424504.0,,
,,,840.461.352,6.495.547.814,137.790.005.698,137.243.761.434,-,6.201.330.726,840461352.0,6495547814.0,137790005698.0,137243761434.0,,6201330726.0
