row_label_raw,row_label_full,- Nguyễn Thế Hùng,"Thành viên HĐQT, Giám đốc(Bổ nhiệm thành viên HĐQT ngày12 tháng 04 năm 2024)",314.880.000,268.325.000,"numeric__Thành viên HĐQT, Giám đốc(Bổ nhiệm thành viên HĐQT ngày12 tháng 04 năm 2024)",numeric__314.880.000,numeric__268.325.000
- Hồ Thị Xuân Hòa,- Hồ Thị Xuân Hòa,- Hồ Thị Xuân Hòa,Kế toán trường,262.608.000,222.679.000,,262608000.0,222679000.0
,,,,577.488.000,491.004.000,,577488000.0,491004000.0
