row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2024 VND,Năm 2023 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2024 VND,numeric__Năm 2023 VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,19,521.410.548.695,310.733.787.249,,19.0,521410548695.0,310733787249.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,9.259.259,,,,9259259.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,521.410.548.695,310.724.527.990,,,521410548695.0,310724527990.0
11,11,11,4. Giá vốn hàng bán,20,468.797.124.675,298.494.735.518,,20.0,468797124675.0,298494735518.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,52.613.424.020,12.229.792.472,,,52613424020.0,12229792472.0
21,21,21,6. Doanh thu hoạt động tài chính,21,113.593.131.255,330.306.200.383,,21.0,113593131255.0,330306200383.0
22,22,22,7. Chi phí tài chính,22,9.114.402.444,7.597.776.977,,22.0,9114402444.0,7597776977.0
23,23,23,Trong đó: Chi phí lãi vay,,-,3.974.122.762,,,,3974122762.0
25,25,25,8. Chi phí bán hàng,23,31.607.913.376,26.077.107.407,,23.0,31607913376.0,26077107407.0
26,26,26,9. Chi phí quản lý doanh nghiệp,24,4.983.244.858,4.566.088.676,,24.0,4983244858.0,4566088676.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,120.500.994.597,304.295.019.795,,,120500994597.0,304295019795.0
31,31,31,11. Thu nhập khác,25,7.914.246.452,5.708.538.904,,25.0,7914246452.0,5708538904.0
32,32,32,12. Chi phí khác,26,1.225.909.524,790.406.123,,26.0,1225909524.0,790406123.0
40,40,40,13. Lợi nhuận khác,,6.688.336.928,4.918.132.781,,,6688336928.0,4918132781.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,127.189.331.525,309.213.152.576,,,127189331525.0,309213152576.0
51,51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,27,8.721.075.392,-,,27.0,8721075392.0,
52,52,52,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,-,-,,,,
60,52 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,118.468.256.133,309.213.152.576,,,118468256133.0,309213152576.0
