row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2024 VND,01/01/2024 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__01/01/2024 VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,1.225.760.500.888,683.397.130.114,,,1225760500888.0,683397130114.0
110,110,110,I. Tiền và các khoản tương đương tiền,03,65.575.823.672,66.773.892.331,,3.0,65575823672.0,66773892331.0
111,111,111,1. Tiền,,65.575.823.672,66.773.892.331,,,65575823672.0,66773892331.0
120,120,120,II. Đầu tư tài chính ngắn hạn,04,668.108.888.909,303.582.700.000,,4.0,668108888909.0,303582700000.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,668.108.888.909,303.582.700.000,,,668108888909.0,303582700000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,82.209.240.154,43.326.832.024,,,82209240154.0,43326832024.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,05,72.197.131.800,31.855.000.000,,5.0,72197131800.0,31855000000.0
132,132,132,2. Trả trước cho người bán ngắn hạn,06,475.445.924,2.904.410.911,,6.0,475445924.0,2904410911.0
136,136,136,3. Phải thu ngắn hạn khác,07,9.536.662.430,8.567.421.113,,7.0,9536662430.0,8567421113.0
140,140,140,IV. Hàng tồn kho,08,386.371.652.862,255.371.279.136,,8.0,386371652862.0,255371279136.0
141,141,141,1. Hàng tồn kho,,387.767.964.174,255.457.554.434,,,387767964174.0,255457554434.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(1.396.311.312),(86.275.298),,,-1396311312.0,-86275298.0
150,150,150,V. Tài sản ngắn hạn khác,,23.494.895.291,14.342.426.623,,,23494895291.0,14342426623.0
151,151,151,1. Chi phí trả trước ngắn hạn,10,1.482.099.834,932.354.644,,10.0,1482099834.0,932354644.0
152,152,152,2. Thuế GTGT được khấu trừ,,22.012.795.457,12.569.610.627,,,22012795457.0,12569610627.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,13,-,840.461.352,,13.0,,840461352.0
200,200,200,B. TÀI SẢN DÀI HẠN,,3.448.241.883.537,3.429.369.249.649,,,3448241883537.0,3429369249649.0
210,210,210,I. Các khoản phải thu dài hạn,,120.000.000,-,,,120000000.0,
216,216,216,1. Phải thu dài hạn khác,07,120.000.000,-,,7.0,120000000.0,
220,220,220,II. Tài sản cố định,,23.877.719.194,1.973.212.595,,,23877719194.0,1973212595.0
221,221,221,1. Tài sản cố định hữu hình,09,23.877.719.194,1.973.212.595,,9.0,23877719194.0,1973212595.0
222,222,222,- Nguyên giá,,28.558.031.613,4.502.715.466,,,28558031613.0,4502715466.0
223,223,223,- Giá trị hao mòn lũy kế,,(4.680.312.419),(2.529.502.871),,,-4680312419.0,-2529502871.0
240,240,240,III. Tài sản dở dang dài hạn,,-,3.603.619.121,,,,3603619121.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,-,3.603.619.121,,,,3603619121.0
250,250,250,IV. Đầu tư tài chính dài hạn,04,3.423.739.097.286,3.423.739.097.286,,4.0,3423739097286.0,3423739097286.0
251,251,251,1. Đầu tư vào công ty con,,1.059.032.297.286,1.059.032.297.286,,,1059032297286.0,1059032297286.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,2.364.706.800.000,2.364.706.800.000,,,2364706800000.0,2364706800000.0
260,260,260,V. Tài sản dài hạn khác,,505.067.057,53.320.647,,,505067057.0,53320647.0
261,261,261,1. Chi phí trả trước dài hạn,10,505.067.057,53.320.647,,10.0,505067057.0,53320647.0
270,270,270,TỔNG CỘNG TÀI SẢN,,4.674.002.384.425,4.112.766.379.763,,,4674002384425.0,4112766379763.0
