row_label_raw,row_label_full,col_0,31/12/2024,31/12/2024_1,01/01/2024,01/01/2024_1,numeric__31/12/2024,numeric__31/12/2024_1,numeric__01/01/2024,numeric__01/01/2024_1
,,,Value,Provision,Value,Provision,,,,
,,,VND,VND,VND,VND,,,,
a) Short-term,a) Short-term,a) Short-term,a) Short-term,a) Short-term,a) Short-term,a) Short-term,,,,
"- Loan interest, deposit interest","- Loan interest, deposit interest","- Loan interest, deposit interest","9,524,371,111",-,"5,812,531,060",-,,,,
- Mortgages,- Mortgages,- Mortgages,"3,000,000",,"1,002,352,000",-,,,,
- Receivables from import VAT on goods in transit,- Receivables from import VAT on goods in transit,- Receivables from import VAT on goods in transit,-,-,"1,659,849,984",-,,,,
- Other receivables,- Other receivables,- Other receivables,"9,291,319",-,"92,688,069",-,,,,
,,,"9,536,662,430",-,"8,567,421,113",-,,,,
b) Long-term,b) Long-term,b) Long-term,b) Long-term,b) Long-term,b) Long-term,b) Long-term,,,,
- Mortgages,- Mortgages,- Mortgages,"120,000,000",-,-,-,,,,
,,,"120,000,000",-,-,-,,,,
