row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2024 > VND,Năm 2023 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2024 > VND,numeric__Năm 2023 > VND
I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận trước thuế,,127.189.331.525,309.213.152.576,,,127189331525.0,309213152576.0
01,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Điều chỉnh cho các khoản,,(103.552.594.763),(326.600.019.897),,,-103552594763.0,-326600019897.0
02,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,Khấu hao tài sản cố định và bất động sản đầu tư,,2.150.809.548,1.059.184.448,,,2150809548.0,1059184448.0
03,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Các khoản dự phòng,,1.320.388.930,(4.750.968.397),,,1320388930.0,-4750968397.0
04,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,4.377.026.983,2.854.623.400,,,4377026983.0,2854623400.0
05,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,"Lãi, lỗ từ hoạt động đầu tư",,(111.400.820.224),(329.736.982.110),,,-111400820224.0,-329736982110.0
06,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,Chi phí lãi vay,,-,3.974.122.762,,,,3974122762.0
08,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,23.636.736.762,(17.386.867.321),,,23636736762.0,-17386867321.0
09,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,"Tăng, giảm các khoản phải thu",,(44.733.752.909),(19.816.092.870),,,-44733752909.0,-19816092870.0
10,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,"Tăng, giảm hàng tồn kho",,(132.310.409.740),128.672.102.433,,,-132310409740.0,128672102433.0
11,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,432.889.706.195,(964.319.782),,,432889706195.0,-964319782.0
12,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,"Tăng, giảm chi phí trả trước",,(1.001.491.600),(956.066.622),,,-1001491600.0,-956066622.0
14,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Tiền lãi vay đã trả,,-,(4.082.615.912),,,,-4082615912.0
15,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Thuế thu nhập doanh nghiệp đã nộp,,(1.777.449.096),(1.381.739.449),,,-1777449096.0,-1381739449.0
20,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,276.703.339.612,84.084.400.477,,,276703339612.0,84084400477.0
II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(20.657.715.026),(3.289.084.387),,,-20657715026.0,-3289084387.0
22,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22,22,"Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,210.000.000,7.163.636.364,,,210000000.0,7163636364.0
23,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(1.060.572.628.046),(460.582.700.000),,,-1060572628046.0,-460582700000.0
24,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24,24,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,696.046.439.137,273.795.000.000,,,696046439137.0,273795000000.0
25,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,-,(10.000.000.000),,,,-10000000000.0
27,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,107.684.998.173,325.185.696.339,,,107684998173.0,325185696339.0
30,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(277.288.905.762),132.272.548.316,,,-277288905762.0,132272548316.0
