row_label_raw,row_label_full,col_0,Position,Year 2024,Year 2023,numeric__Position,numeric__Year 2024,numeric__Year 2023
,,,Position,VND,VND,,,
Remuneration of key managers,Remuneration of key managers,Remuneration of key managers,Remuneration of key managers,Remuneration of key managers,Remuneration of key managers,,,
Remuneration of the Board of Directors,Remuneration of the Board of Directors,Remuneration of the Board of Directors,Remuneration of the Board of Directors,Remuneration of the Board of Directors,Remuneration of the Board of Directors,,,
- Do Huu Ha,- Do Huu Ha,- Do Huu Ha,Chairman,"120,000,000","99,000,000",,,
- Do Huu Hau,- Do Huu Hau,- Do Huu Hau,Board Member,"60,000,000","51,000,000",,,
- Nguyen Thi Ha,- Nguyen Thi Ha,- Nguyen Thi Ha,Board Member,"60,000,000","51,000,000",,,
- Nguyen The Hung,- Nguyen The Hung,- Nguyen The Hung,"Board Member(Appointed on April 12, 2024)","45,000,000",,,,
- Nguyen Thi Kim Phung,- Nguyen Thi Kim Phung,- Nguyen Thi Kim Phung,"Independent Board Member(Appointed on April 12, 2024)","45,000,000",-,,,
- Tran Manh Luan,- Tran Manh Luan,- Tran Manh Luan,"Independent Board Member(Resigned on April 12, 2024)","15,000,000","51,000,000",,,
- Nguyen Thi Thu Trang,- Nguyen Thi Thu Trang,- Nguyen Thi Thu Trang,"Independent Board Member(Resigned on April 12, 2024)","15,000,000","51,000,000",,,
