row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị,31/12/2024 > Dự phòng,01/01/2024 > Giá trị,01/01/2024 > Dự phòng,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Dự phòng,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Dự phòng
,,,VND,VND,VND,VND,,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
"- Phải thu lãi cho vay, lãi tiền gửi","a) Ngắn hạn > - Phải thu lãi cho vay, lãi tiền gửi","- Phải thu lãi cho vay, lãi tiền gửi",9.524.371.111,-,5.812.531.060,-,9524371111.0,,5812531060.0,
"- Ký cược, ký quỹ","a) Ngắn hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",3.000.000,,1.002.352.000,-,3000000.0,,1002352000.0,
- Phải thu tiền thuế GTGT nhập khẩu của lô hàng mua đi đường,a) Ngắn hạn > - Phải thu tiền thuế GTGT nhập khẩu của lô hàng mua đi đường,- Phải thu tiền thuế GTGT nhập khẩu của lô hàng mua đi đường,-,-,1.659.849.984,-,,,1659849984.0,
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,9.291.319,-,92.688.069,-,9291319.0,,92688069.0,
,,,9.536.662.430,-,8.567.421.113,-,9536662430.0,,8567421113.0,
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
"- Ký cược, ký quỹ","b) Dài hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",120.000.000,-,-,-,120000000.0,,,
,,,120.000.000,-,-,-,120000000.0,,,
