row_label_raw,row_label_full,col_0,Năm 2024,Năm 2023,numeric__Năm 2024,numeric__Năm 2023
,,,VND,VND,,
Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,,
Tổng lợi nhuận kế toán trước thuế TNDN,Thuế TNDN từ hoạt động kinh doanh chính > Tổng lợi nhuận kế toán trước thuế TNDN,Tổng lợi nhuận kế toán trước thuế TNDN,127.189.331.525,309.213.152.576,127189331525.0,309213152576.0
Các khoản điều chỉnh tăng,Thuế TNDN từ hoạt động kinh doanh chính > Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,3.183.973.542,1.846.190.099,3183973542.0,1846190099.0
- Chi phí không hợp lệ,Thuế TNDN từ hoạt động kinh doanh chính > - Chi phí không hợp lệ,- Chi phí không hợp lệ,3.183.973.542,1.846.190.099,3183973542.0,1846190099.0
Các khoản điều chỉnh giảm,Thuế TNDN từ hoạt động kinh doanh chính > Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(86.767.928.109),(318.822.993.407),-86767928109.0,-318822993407.0
"- Cổ tức, lợi nhuận được chia","Thuế TNDN từ hoạt động kinh doanh chính > - Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia",(86.767.928.109),(318.822.993.407),-86767928109.0,-318822993407.0
Thu nhập chịu thuế TNDN,Thuế TNDN từ hoạt động kinh doanh chính > Thu nhập chịu thuế TNDN,Thu nhập chịu thuế TNDN,43.605.376.958,(7.763.650.732),43605376958.0,-7763650732.0
Chi phí thuế TNDN hiện hành (thuế suất 20%),Thuế TNDN từ hoạt động kinh doanh chính > Chi phí thuế TNDN hiện hành (thuế suất 20%),Chi phí thuế TNDN hiện hành (thuế suất 20%),8.721.075.392,-,8721075392.0,
Thuế TNDN phải nộp đầu năm,Thuế TNDN từ hoạt động kinh doanh chính > Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,(840.461.352),541.278.097,-840461352.0,541278097.0
Thuế TNDN đã nộp trong năm,Thuế TNDN từ hoạt động kinh doanh chính > Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,(1.777.449.096),(1.381.739.449),-1777449096.0,-1381739449.0
Tổng thuế TNDN phải nộp cuối năm,Thuế TNDN từ hoạt động kinh doanh chính > Tổng thuế TNDN phải nộp cuối năm,Tổng thuế TNDN phải nộp cuối năm,6.103.164.944,(840.461.352),6103164944.0,-840461352.0
