row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,Giá trị giao dịch > 2021 VND,Giá trị giao dịch > 2020 VND,numeric__Tính chất giao dịch,numeric__Giá trị giao dịch > 2021 VND,numeric__Giá trị giao dịch > 2020 VND
Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,,,
Công ty Cổ phần Tầm nhìn,Các công ty con sở hữu trực tiếp > Công ty Cổ phần Tầm nhìn,Công ty Cổ phần Tầm nhìn,Góp vốn,-,5.000.000.000.000,,,5000000000000.0
Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Các công ty con sở hữu trực tiếp > Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Hoàn trả vốn góp,3.450.000.000.000,-,,3450000000000.0,
Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Các công ty con sở hữu trực tiếp > Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Khoản cho vay đã cấp,-,300.002.250.000,,,300002250000.0
Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Các công ty con sở hữu trực tiếp > Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Khoản cho vay đã thu hồi,-,450.658.250.000,,,450658250000.0
Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Các công ty con sở hữu trực tiếp > Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Thu nhập lãi cho vay,-,5.430.690.297,,,5430690297.0
Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Các công ty con sở hữu trực tiếp > Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Khoản vay đã nhận,1.561.066.883.528,3.402.233.116.472,,1561066883528.0,3402233116472.0
Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Các công ty con sở hữu trực tiếp > Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Khoản vay đã hoàn trả,4.309.400.000.000,268.000.000.000,,4309400000000.0,268000000000.0
Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Các công ty con sở hữu trực tiếp > Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Masan (trước dây là Công ty TNHH Tầm nhìn Masan),Chi phí lãi vay,198.244.808.665,116.647.503.186,,198244808665.0,116647503186.0
Công ty TNHH The SHERPA,Các công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Góp vốn,1.683.500.000.000,5.044.379.000.000,,1683500000000.0,5044379000000.0
Công ty TNHH The SHERPA,Các công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Khoản cho vay đã cấp,1.609.188.000.000,3.685.000.000.000,,1609188000000.0,3685000000000.0
Công ty TNHH The SHERPA,Các công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Khoản cho vay đã thu hồi,2.294.188.000.000,3.000.000.000.000,,2294188000000.0,3000000000000.0
Công ty TNHH The SHERPA,Các công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Thu nhập lãi cho vay,7.766.077.644,4.513.493.150,,7766077644.0,4513493150.0
Công ty TNHH The SHERPA,Các công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Khoản vay đã nhận,4.986.755.265.760,-,,4986755265760.0,
Công ty TNHH The SHERPA,Các công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Khoản vay đã hoàn trả,4.986.755.265.760,-,,4986755265760.0,
Công ty TNHH The SHERPA,Các công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Chi phí lãi vay,21.859.749.110,-,,21859749110.0,
Công ty TNHH The SHERPA,Các công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Thanh lý khoản đầu tư,4.320.097.521.760,12.841.200.000.000,,4320097521760.0,12841200000000.0
Công ty Cổ phần,Các công ty con sở hữu trực tiếp > Công ty Cổ phần,Công ty Cổ phần,Khoản vay đã nhận,3.800.000.000.000,150.000.000.000,,3800000000000.0,150000000000.0
Masan MEATLife,Các công ty con sở hữu trực tiếp > Masan MEATLife,Masan MEATLife,Khoản vay đã hoàn trả,1.287.250.000.000,-,,1287250000000.0,
Masan MEATLife,Các công ty con sở hữu trực tiếp > Masan MEATLife,Masan MEATLife,Chi phí lãi vay,27.852.410.959,2.323.972.603,,27852410959.0,2323972603.0
Masan MEATLife,Các công ty con sở hữu trực tiếp > Masan MEATLife,Masan MEATLife,Thu nhập từ cổ tức,1.260.516.028.100,-,,1260516028100.0,
Masan MEATLife,Các công ty con sở hữu trực tiếp > Masan MEATLife,Masan MEATLife,Mua trái phiếu (**),3.756.912.000.000,-,,3756912000000.0,
