row_label_raw,row_label_full,col_0,1/1/2021Giá trị ghi số/Số cókhả năng trả nợVND,Biến động trong năm > TăngVND,Biến động trong năm > Hoàn trảVND,31/12/2021Giá trị ghi số/Số cókhả năng trả nợVND,numeric__1/1/2021Giá trị ghi số/Số cókhả năng trả nợVND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > Hoàn trảVND,numeric__31/12/2021Giá trị ghi số/Số cókhả năng trả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,3.383.479.452.055,11.203.955.265.760,(11.538.784.717.815),3.048.650.000.000,3383479452055.0,11203955265760.0,-11538784717815.0,3048650000000.0
Vay và trái phiếuphát hành dài hạnđến hạn trả,Vay và trái phiếuphát hành dài hạnđến hạn trả,Vay và trái phiếuphát hành dài hạnđến hạn trả,-,1.729.400.000.000,-,1.729.400.000.000,,1729400000000.0,,1729400000000.0
,,,3.383.479.452.055,12.933.355.265.760,(11.538.784.717.815),4.778.050.000.000,3383479452055.0,12933355265760.0,-11538784717815.0,4778050000000.0
