row_label_raw,row_label_full,col_0,Chi phí di vaytrả trướcVND,Chi phí khácVND,TổngVND,numeric__Chi phí di vaytrả trướcVND,numeric__Chi phí khácVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,171.227.689.762,459.081.655,171.686.771.417,171227689762.0,459081655.0,171686771417.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,7.647.194.581,6.241.903.982,13.889.098.563,7647194581.0,6241903982.0,13889098563.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(72.218.527.870),(2.388.371.799),(74.606.899.669),-72218527870.0,-2388371799.0,-74606899669.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,106.656.356.473,4.312.613.838,110.968.970.311,106656356473.0,4312613838.0,110968970311.0
