row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2021 VND,1/1/2021 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2021 VND,numeric__1/1/2021 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(100 = 110 + 120 + 130 + 150),TÀI SẢN > Tài sản ngắn hạn(100 = 110 + 120 + 130 + 150),Tài sản ngắn hạn(100 = 110 + 120 + 130 + 150),100,,8.070.249.247.486,1.152.314.600.394,100.0,,8070249247486.0,1152314600394.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,4.934.770.809.881,202.737.784.651,110.0,4.0,4934770809881.0,202737784651.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,4.934.770.809.881,52.737.784.651,111.0,,4934770809881.0,52737784651.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,-,150.000.000.000,112.0,,,150000000000.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,44.727.841.148,-,120.0,,44727841148.0,
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,5(a),44.727.841.148,-,123.0,,44727841148.0,
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,3.083.050.602.444,939.075.118.365,130.0,,3083050602444.0,939075118365.0
Trà trước cho người bán,TÀI SẢN > Trà trước cho người bán,Trà trước cho người bán,132,,5.188.956.552,1.114.928.526,132.0,,5188956552.0,1114928526.0
Phải thu về cho vay ngắn hạn,TÀI SẢN > Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,6(a),2.764.488.000.000,685.000.000.000,135.0,,2764488000000.0,685000000000.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,6(b),313.373.645.892,252.960.189.839,136.0,,313373645892.0,252960189839.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,7.699.994.013,10.501.697.378,150.0,,7699994013.0,10501697378.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,,240.363.646,2.644.051.268,151.0,,240363646.0,2644051268.0
Thuế phải thu Nhà nước,TÀI SẢN > Thuế phải thu Nhà nước,Thuế phải thu Nhà nước,153,7(a),7.459.630.367,7.857.646.110,153.0,,7459630367.0,7857646110.0
Tài sản dài hạn(200 = 210 + 220 + 250 + 260),TÀI SẢN > Tài sản dài hạn(200 = 210 + 220 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 250 + 260),200,,43.124.356.190.970,54.073.288.226.947,200.0,,43124356190970.0,54073288226947.0
Các khoản phải thu dài hạn,TÀI SẢN > Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,4.828.186.052,4.828.186.052,210.0,,4828186052.0,4828186052.0
Phải thu dài hạn khác,TÀI SẢN > Phải thu dài hạn khác,Phải thu dài hạn khác,216,6(c),4.828.186.052,4.828.186.052,216.0,,4828186052.0,4828186052.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,220,,13.485.779.544,13.169.721.743,220.0,,13485779544.0,13169721743.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,8,13.485.779.544,13.169.721.743,221.0,8.0,13485779544.0,13169721743.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,222,,49.749.135.368,44.641.557.642,222.0,,49749135368.0,44641557642.0
Giá trị hao mòn lũy kế,TÀI SẢN > Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(36.263.355.824),(31.471.835.899),223.0,,-36263355824.0,-31471835899.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,227,,-,-,227.0,,,
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,228,,4.697.122.903,4.697.122.903,228.0,,4697122903.0,4697122903.0
Giá trị hao mòn lũy kế,TÀI SẢN > Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(4.697.122.903),(4.697.122.903),229.0,,-4697122903.0,-4697122903.0
Đầu tư tài chính dài hạn,TÀI SẢN > Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,42.995.073.255.063,53.883.603.547.735,250.0,,42995073255063.0,53883603547735.0
Đầu tư vào các công ty con,TÀI SẢN > Đầu tư vào các công ty con,Đầu tư vào các công ty con,251,5(b),24.046.070.182.463,25.812.570.202.463,251.0,,24046070182463.0,25812570202463.0
Đầu tư vào một công ty liên kết,TÀI SẢN > Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,252,5(c),4.378.837.077.636,4.378.837.077.636,252.0,,4378837077636.0,4378837077636.0
Đầu tư góp vốn vào đơn vị khác,TÀI SẢN > Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,5(d),14.570.165.994.964,23.692.196.267.636,253.0,,14570165994964.0,23692196267636.0
Tài sản dài hạn khác,TÀI SẢN > Tài sản dài hạn khác,Tài sản dài hạn khác,260,,110.968.970.311,171.686.771.417,260.0,,110968970311.0,171686771417.0
Chi phí trả trước dài hạn,TÀI SẢN > Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,9,110.968.970.311,171.686.771.417,261.0,9.0,110968970311.0,171686771417.0
TỔNG TÀI SẢN (270 = 100 + 200),TÀI SẢN > TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,51.194.605.438.456,55.225.602.827.341,270.0,,51194605438456.0,55225602827341.0
