row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,Giá trị giao dịch > 2021 VND,Giá trị giao dịch > 2020 VND,numeric__Tính chất giao dịch,numeric__Giá trị giao dịch > 2021 VND,numeric__Giá trị giao dịch > 2020 VND
Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,,,
Công ty TNHH,Các công ty con sở hữu gián tiếp > Công ty TNHH,Công ty TNHH,Khoản cho vay đã cấp,-,3.000.000.000.000,,,3000000000000.0
MasanConsumerHoldings,Các công ty con sở hữu gián tiếp > MasanConsumerHoldings,MasanConsumerHoldings,Khoản cho vay đã thu hồi,-,3.000.000.000.000,,,3000000000000.0
MasanConsumerHoldings,Các công ty con sở hữu gián tiếp > MasanConsumerHoldings,MasanConsumerHoldings,Thu nhập lãi cho vay,-,534.246.575,,,534246575.0
Công ty Cổ phần Hàng Tiêu dùng Masan,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Hàng Tiêu dùng Masan,Công ty Cổ phần Hàng Tiêu dùng Masan,Chi phí công nghệ thông tin,2.430.085.109,3.367.621.987,,2430085109.0,3367621987.0
Công ty Cổ phần Hàng Tiêu dùng Masan,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Hàng Tiêu dùng Masan,Công ty Cổ phần Hàng Tiêu dùng Masan,Mua hàng hóa,84.243.994,9.538.275.823,,84243994.0,9538275823.0
Công ty TNHH,Các công ty con sở hữu gián tiếp > Công ty TNHH,Công ty TNHH,Khoản cho vay đã cấp,-,1.781.000.000.000,,,1781000000000.0
Vonfram Masan,Các công ty con sở hữu gián tiếp > Vonfram Masan,Vonfram Masan,Khoản cho vay đã thu hồi,-,1.781.000.000.000,,,1781000000000.0
Vonfram Masan,Các công ty con sở hữu gián tiếp > Vonfram Masan,Vonfram Masan,Thu nhập lãi cho vay,-,11.526.953.425,,,11526953425.0
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Các công ty con sở hữu gián tiếp > Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Khoản cho vay đã cấp,241.676.000.000,400.000.000.000,,241676000000.0,400000000000.0
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Các công ty con sở hữu gián tiếp > Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Khoản cho vay đã thu hồi,60.000.000.000,400.000.000.000,,60000000000.0,400000000000.0
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Các công ty con sở hữu gián tiếp > Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Thu nhập lãi cho vay,9.850.057.098,2.246.575.342,,9850057098.0,2246575342.0
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Các công ty con sở hữu gián tiếp > Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Khoản vay đã nhận,-,1.923.753.424.658,,,1923753424658.0
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Các công ty con sở hữu gián tiếp > Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Khoản vay đã hoàn trả,1.143.479.452.055,1.780.273.972.603,,1143479452055.0,1780273972603.0
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Các công ty con sở hữu gián tiếp > Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Chi phí lãi vay,4.270.122.128,45.822.250.325,,4270122128.0,45822250325.0
Công ty Cổ phần Dịch vụ,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Dịch vụ,Công ty Cổ phần Dịch vụ,Khoản cho vay đã nhận,720.000.000.000,3.700.000.000.000,,720000000000.0,3700000000000.0
Thương mại Tổng hợp,Các công ty con sở hữu gián tiếp > Thương mại Tổng hợp,Thương mại Tổng hợp,Khoản cho vay đã hoàn trả,1.220.000.000.000,3.200.000.000.000,,1220000000000.0,3200000000000.0
Wincommerce (trước dây là,Các công ty con sở hữu gián tiếp > Wincommerce (trước dây là,Wincommerce (trước dây là,Chi phí lãi vay,2.940.273.973,163.199.726.028,,2940273973.0,163199726028.0
Công ty Cổ phần Dịch vụ,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Dịch vụ,Công ty Cổ phần Dịch vụ,Khoản vay đã cấp,700.000.000.000,-,,700000000000.0,
Thương mại Tổng hợp,Các công ty con sở hữu gián tiếp > Thương mại Tổng hợp,Thương mại Tổng hợp,Khoản vay đã thu hồi,700.000.000.000,-,,700000000000.0,
Vincommerce),Các công ty con sở hữu gián tiếp > Vincommerce),Vincommerce),Thu nhập lãi cho vay,1.121.917.808,-,,1121917808.0,
Vincommerce),Các công ty con sở hữu gián tiếp > Vincommerce),Vincommerce),Mua hàng hóa,2.209.790.139,1.157.027.712,,2209790139.0,1157027712.0
Công ty TNHH,Các công ty con sở hữu gián tiếp > Công ty TNHH,Công ty TNHH,Khoản cho vay đã cấp,-,1.000.000.000.000,,,1000000000000.0
MEATDeli HN (trước dây là,Các công ty con sở hữu gián tiếp > MEATDeli HN (trước dây là,MEATDeli HN (trước dây là,Khoản cho vay đã thu hồi,-,1.000.000.000.000,,,1000000000000.0
Công ty TNHH MNS Meat Hà Nam),Các công ty con sở hữu gián tiếp > Công ty TNHH MNS Meat Hà Nam),Công ty TNHH MNS Meat Hà Nam),Thu nhập lãi cho vay,-,1.478.794.521,,,1478794521.0
Công ty TNHH MNS Meat Hà Nam),Các công ty con sở hữu gián tiếp > Công ty TNHH MNS Meat Hà Nam),Công ty TNHH MNS Meat Hà Nam),Mua hàng hóa,505.228.121,-,,505228121.0,
Công ty TNHH MEATDeli Sài Gòn,Các công ty con sở hữu gián tiếp > Công ty TNHH MEATDeli Sài Gòn,Công ty TNHH MEATDeli Sài Gòn,Mua hàng hóa,248.688.956,-,,248688956.0,
