row_label_raw,row_label_full,STT,CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,Thuyết minh > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2015Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2014Triệu VND(Trình bày lại) > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__Thuyết minh > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2015Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2014Triệu VND(Trình bày lại) > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN
1,1,1,Bảo lãnh vay vốn,,74.143,150.024,,,74143.0,150024.0
2,2,2,Cam kết giao dịch hối đoái,,19.757.401,11.078.553,,,19757401.0,11078553.0
a,a,a,Cam kết mua ngoại tệ,,8.852.550,3.179.688,,,8852550.0,3179688.0
b,b,b,Cam kết bán ngoại tệ,,10.904.851,7.898.865,,,10904851.0,7898865.0
3,3,3,Cam kết trong nghiệp vụ thư tín dụng,,27.283.715,32.442.694,,,27283715.0,32442694.0
4,4,4,Bảo lãnh khác,,30.826.079,21.020.044,,,30826079.0,21020044.0
5,5,5,Các cam kết khác,,26.797,567.188,,,26797.0,567188.0
,,,,36,77.968.135,65.258.503,,36.0,77968135.0,65258503.0
