row_label_raw,row_label_full,col_0,Năm kết thúc31/12/2014Triệu VND(Trình bày lại theoThông tư 49),Năm kết thúc31/12/2014Triệu VND(Số theo báo cáo KTNN),Số liệu điều chỉnhTriệu VND,numeric__Năm kết thúc31/12/2014Triệu VND(Trình bày lại theoThông tư 49),numeric__Năm kết thúc31/12/2014Triệu VND(Số theo báo cáo KTNN),numeric__Số liệu điều chỉnhTriệu VND
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,28.222.389,27.967.835,254.554,28222389.0,27967835.0,254554.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,2.912.389,3.166.943,(254.554),2912389.0,3166943.0,-254554.0
