row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Năm kết thúc 31/12/2015 Triệu VND,Năm kết thúc 31/12/2014 Triệu VND (Trình bày lại),numeric__col_1,numeric__Thuyết minh,numeric__Năm kết thúc 31/12/2015 Triệu VND,numeric__Năm kết thúc 31/12/2014 Triệu VND (Trình bày lại)
7,7,7,Chi phí thuế thu nhập doanh nghiệp hiện hành,32,(1.495.100),(1.257.692),,32.0,-1495100.0,-1257692.0
8,8,8,Chi phí thuế thu nhập doanh nghiệp hoãn lại,,(290),(665),,,-290.0,-665.0
XII,XII,XII,Chi phí thuế thu nhập doanh nghiệp,,(1.495.390),(1.258.357),,,-1495390.0,-1258357.0
XIII,XIII,XIII,LỢI NHUẬN SAU THUẾ,,5.332.067,4.585.710,,,5332067.0,4585710.0
XIV,XIV,XIV,Lợi ích của cổ đông thiểu số,,(18.139),(19.196),,,-18139.0,-19196.0
XVI,XVI,XVI,Lợi nhuận thuần trong kỳ,,5.313.928,4.566.514,,,5313928.0,4566514.0
XV,XV,XV,Lãi cơ bản trên cổ phiếu (VND),21(c),1.626,1.533,,,1626.0,1533.0
