row_label_raw,row_label_full,col_0,31/12/2015Triệu VND,31/12/2014Triệu VND(Trình bày lại),numeric__31/12/2015Triệu VND,numeric__31/12/2014Triệu VND(Trình bày lại)
Các khoản phải trả nội bộ (i),Các khoản phải trả nội bộ (i),Các khoản phải trả nội bộ (i),1.700.312,1.182.935,1700312.0,1182935.0
Các khoản phải trả bên ngoài (ii),Các khoản phải trả bên ngoài (ii),Các khoản phải trả bên ngoài (ii),4.677.369,4.823.186,4677369.0,4823186.0
Quỹ khen thưởng phúc lợi,Quỹ khen thưởng phúc lợi,Quỹ khen thưởng phúc lợi,1.214.597,882.994,1214597.0,882994.0
,,,7.592.278,6.889.115,7592278.0,6889115.0
(i) Các khoản phải trả nội bộ,(i) Các khoản phải trả nội bộ,(i) Các khoản phải trả nội bộ,31/12/2015Triệu VND,31/12/2014Triệu VND(Trình bày lại),,
"Các khoản phải trả cán bộ, công nhân viên","(i) Các khoản phải trả nội bộ > Các khoản phải trả cán bộ, công nhân viên","Các khoản phải trả cán bộ, công nhân viên",1.504.592,993.407,1504592.0,993407.0
Các khoản phải trả khác,(i) Các khoản phải trả nội bộ > Các khoản phải trả khác,Các khoản phải trả khác,195.720,189.528,195720.0,189528.0
,,,1.700.312,1.182.935,1700312.0,1182935.0
(ii) Các khoản phải trả bên ngoài,(ii) Các khoản phải trả bên ngoài,(ii) Các khoản phải trả bên ngoài,31/12/2015Triệu VND,31/12/2014Triệu VND(Trình bày lại),,
Thuế phải trả (xem Thuyết minh 34),(ii) Các khoản phải trả bên ngoài > Thuế phải trả (xem Thuyết minh 34),Thuế phải trả (xem Thuyết minh 34),251.316,417.696,251316.0,417696.0
- Thuế thu nhập doanh nghiệp phải trả,(ii) Các khoản phải trả bên ngoài > - Thuế thu nhập doanh nghiệp phải trả,- Thuế thu nhập doanh nghiệp phải trả,181.477,350.816,181477.0,350816.0
- Thuế giá trị gia tăng chở nộp ngân sách,(ii) Các khoản phải trả bên ngoài > - Thuế giá trị gia tăng chở nộp ngân sách,- Thuế giá trị gia tăng chở nộp ngân sách,24.641,19.694,24641.0,19694.0
- Các thuế khác phải trả,(ii) Các khoản phải trả bên ngoài > - Các thuế khác phải trả,- Các thuế khác phải trả,45.198,47.186,45198.0,47186.0
Lãi nhận trước chờ phân bổ,(ii) Các khoản phải trả bên ngoài > Lãi nhận trước chờ phân bổ,Lãi nhận trước chờ phân bổ,30.483,139.161,30483.0,139161.0
Phải trả xây dựng và mua sắm tài sản cố định,(ii) Các khoản phải trả bên ngoài > Phải trả xây dựng và mua sắm tài sản cố định,Phải trả xây dựng và mua sắm tài sản cố định,137.829,348.833,137829.0,348833.0
Phải trả nhà đầu tư chứng khoán,(ii) Các khoản phải trả bên ngoài > Phải trả nhà đầu tư chứng khoán,Phải trả nhà đầu tư chứng khoán,40.127,29.930,40127.0,29930.0
Tiền giữ hộ chở thanh toán,(ii) Các khoản phải trả bên ngoài > Tiền giữ hộ chở thanh toán,Tiền giữ hộ chở thanh toán,182.115,226.198,182115.0,226198.0
Các khoản khác phải trả khách hàng,(ii) Các khoản phải trả bên ngoài > Các khoản khác phải trả khách hàng,Các khoản khác phải trả khách hàng,189.772,310.989,189772.0,310989.0
Các khoản chở thanh toán khác,(ii) Các khoản phải trả bên ngoài > Các khoản chở thanh toán khác,Các khoản chở thanh toán khác,106.740,74.931,106740.0,74931.0
Lãi hỗ trợ lãi suất thu hồi phải trả Nhà nước,(ii) Các khoản phải trả bên ngoài > Lãi hỗ trợ lãi suất thu hồi phải trả Nhà nước,Lãi hỗ trợ lãi suất thu hồi phải trả Nhà nước,64.528,64.528,64528.0,64528.0
Tiền gửi của nhà đầu tư để giao dịch chứng khoán,(ii) Các khoản phải trả bên ngoài > Tiền gửi của nhà đầu tư để giao dịch chứng khoán,Tiền gửi của nhà đầu tư để giao dịch chứng khoán,695.912,698.455,695912.0,698455.0
Vốn vay từ các tổ chức khác,(ii) Các khoản phải trả bên ngoài > Vốn vay từ các tổ chức khác,Vốn vay từ các tổ chức khác,1.500.000,1.500.000,1500000.0,1500000.0
Phải trả khác,(ii) Các khoản phải trả bên ngoài > Phải trả khác,Phải trả khác,1.478.547,1.012.465,1478547.0,1012465.0
,,,4.677.369,4.823.186,4677369.0,4823186.0
