row_label_raw,row_label_full,col_0,Chưa quá hạn và chưa bị giảm giá Triệu VND,Đã quá hạn nhưng chưa bị giảm giá Triệu VND,Đã bị giảm giá và lập dự phòng đầy đủ Triệu VND,Tổng cộng Triệu VND,numeric__Chưa quá hạn và chưa bị giảm giá Triệu VND,numeric__Đã quá hạn nhưng chưa bị giảm giá Triệu VND,numeric__Đã bị giảm giá và lập dự phòng đầy đủ Triệu VND,numeric__Tổng cộng Triệu VND
Tiền gửi và cho vay các tổ chức tín dụng khác - gộp,Tiền gửi và cho vay các tổ chức tín dụng khác - gộp,Tiền gửi và cho vay các tổ chức tín dụng khác - gộp,131.479.873,-,47.500,131.527.373,131479873.0,,47500.0,131527373.0
Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,92.587.537,-,-,92.587.537,92587537.0,,,92587537.0
Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,38.892.336,-,47.500,38.939.836,38892336.0,,47500.0,38939836.0
Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,369.312.791,1.324.571,16.514.342,387.151.704,369312791.0,1324571.0,16514342.0,387151704.0
Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,107.225.463,-,1.533.990,108.759.453,107225463.0,,1533990.0,108759453.0
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,42.941.175,-,-,42.941.175,42941175.0,,,42941175.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,64.284.288,-,1.533.990,65.818.278,64284288.0,,1533990.0,65818278.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,7.827.933,-,-,7.827.933,7827933.0,,,7827933.0
,,,615.846.060,1.324.571,18.095.832,635.266.463,615846060.0,1324571.0,18095832.0,635266463.0
