row_label_raw,row_label_full,col_0,Ngành kinh doanh,Tỷ lệ vốn góp,Giá gốcTriệu VND,Giá trị ghi sốTriệu VND,numeric__Ngành kinh doanh,numeric__Tỷ lệ vốn góp,numeric__Giá gốcTriệu VND,numeric__Giá trị ghi sốTriệu VND
Công ty TNHH Vietcombank - Bonday,Công ty TNHH Vietcombank - Bonday,Công ty TNHH Vietcombank - Bonday,Cho thuê văn phòng,16%,11.110,9.773,,0.16,11110.0,9773.0
,,,,,11.110,9.773,,,11110.0,9773.0
