row_label_raw,row_label_full,Ngân hàng Nhà nước Việt Nam,Mối quan hệ > Cơ quanquản lý,31/12/2015Triệu VND > 19.715.035,31/12/2014Triệu VND > 13.267.101,numeric__Mối quan hệ > Cơ quanquản lý,numeric__31/12/2015Triệu VND > 19.715.035,numeric__31/12/2014Triệu VND > 13.267.101
Tiền gửi của Vietcombank tại NHNN,Tiền gửi của Vietcombank tại NHNN,Tiền gửi của Vietcombank tại NHNN,Cơ quanquản lý,15.429.696,18.002.192,,15429696.0,18002192.0
Tiền gửi và tiền vay của Ngân hàng từ NHNN,Tiền gửi và tiền vay của Ngân hàng từ NHNN,Tiền gửi và tiền vay của Ngân hàng từ NHNN,Cơ quanquản lý,15.429.696,18.002.192,,15429696.0,18002192.0
Bộ Tài chính,Bộ Tài chính,Bộ Tài chính,Cơ quanquản lý,-,609.724,,,609724.0
Cho vay Bộ Tài Chính,Cho vay Bộ Tài Chính,Cho vay Bộ Tài Chính,Cơ quanquản lý,26.049.857,36.090.880,,26049857.0,36090880.0
Tiền gửi tại Ngân hàng,Tiền gửi tại Ngân hàng,Tiền gửi tại Ngân hàng,Cơ quanquản lý,545.838,248.738,,545838.0,248738.0
