row_label_raw,row_label_full,col_0,Nămkết thúc31/12/2015,Nămkết thúc31/12/2014(Trình bày lại),numeric__Nămkết thúc31/12/2015,numeric__Nămkết thúc31/12/2014(Trình bày lại)
"Tổng số cán bộ, nhân viên (người)","Tổng số cán bộ, nhân viên (người)","Tổng số cán bộ, nhân viên (người)",14.755,14.099,14755.0,14099.0
"Thu nhập của cán bộ, nhân viên","Thu nhập của cán bộ, nhân viên","Thu nhập của cán bộ, nhân viên",,,,
Tổng quỹ lương và phụ cấp (Triệu VND)(xem Thuyết minh 30),"Thu nhập của cán bộ, nhân viên > Tổng quỹ lương và phụ cấp (Triệu VND)(xem Thuyết minh 30)",Tổng quỹ lương và phụ cấp (Triệu VND)(xem Thuyết minh 30),3.980.288,3.188.197,3980288.0,3188197.0
Thu nhập bình quân tháng/người (Triệu VND),"Thu nhập của cán bộ, nhân viên > Thu nhập bình quân tháng/người (Triệu VND)",Thu nhập bình quân tháng/người (Triệu VND),"22,48","18,84",22.48,18.84
