row_label_raw,row_label_full,Dự phòng chung cho vay các tổ chức tín dụng khácHoàn nhập dự phòng (xem Thuyết minh 6) > Dự phòng cụ thể cho tiền gửi tại và cho vay các tổ chức tín dụng khácHoàn nhập/(Trích lập) dự phòng (xem Thuyết minh 6) > Dự phòng chung cho vay khách hàng(Trích lập) dự phòng (xem Thuyết minh 9) > Dự phòng cụ thể cho vay khách hàng(Trích lập) dự phòng (xem Thuyết minh 9) > Dự phòng chung cho chứng khoán doanh nghiệp chưa niêm yết(Trích lập) dự phòng (xem Thuyết minh 10(a) và 10(b)) > Dự phòng cụ thể cho chứng khoán doanh nghiệp chưa niêm yết(Trích lập) dự phòng (xem Thuyết minh 10(a) và 10(c)),Năm kết thúc31/12/2015Triệu VND > - > 22.877 > (440.784) > (5.109.836) > (54.000) > (486.348),Năm kết thúc31/12/2014Triệu VND(Trình bày lại) > 58.890 > (15.743) > (340.410) > (4.682.501) > (38.616) > (201.315),numeric__Năm kết thúc31/12/2015Triệu VND > - > 22.877 > (440.784) > (5.109.836) > (54.000) > (486.348),numeric__Năm kết thúc31/12/2014Triệu VND(Trình bày lại) > 58.890 > (15.743) > (340.410) > (4.682.501) > (38.616) > (201.315)
Dự phòng cho công nợ tiềm ấn và các cam kết ngoại bằng Hoàn nhập dự phòng,Dự phòng cho công nợ tiềm ấn và các cam kết ngoại bằng Hoàn nhập dự phòng,Dự phòng cho công nợ tiềm ấn và các cam kết ngoại bằng Hoàn nhập dự phòng,-,628.250,,628250.0
,,,(6.068.091),(4.591.445),-6068091.0,-4591445.0
