row_label_raw,row_label_full,col_0,31/12/2015Triệu VND,31/12/2014Triệu VND,numeric__31/12/2015Triệu VND,numeric__31/12/2014Triệu VND
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,9.361.389,9.876.942,9361389.0,9876942.0
"Chứng khoán Chính phủ, chính quyền địa phương","Chứng khoán Chính phủ, chính quyền địa phương","Chứng khoán Chính phủ, chính quyền địa phương",5.566.843,8.916.295,5566843.0,8916295.0
Chứng khoán do các TCTD khác phát hành,Chứng khoán do các TCTD khác phát hành,Chứng khoán do các TCTD khác phát hành,3.494.546,960.647,3494546.0,960647.0
Chứng khoán do các TCKT trong nước phát hành,Chứng khoán do các TCKT trong nước phát hành,Chứng khoán do các TCKT trong nước phát hành,300.000,-,300000.0,
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,106.866,249.650,106866.0,249650.0
Chứng khoán vốn do các TCTD khác phát hành,Chứng khoán vốn do các TCTD khác phát hành,Chứng khoán vốn do các TCTD khác phát hành,10,6.733,10.0,6733.0
Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn do các TCKT trong nước phát hành,106.856,242.917,106856.0,242917.0
,,,9.468.255,10.126.592,9468255.0,10126592.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,(950),(4.449),-950.0,-4449.0
,,,9.467.305,10.122.143,9467305.0,10122143.0
