row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,Chi phí khác VND,Tổng VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí khác VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,3.916.668.223,-,3.916.668.223,3916668223.0,,3916668223.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,10.626.350.548,15.833.548.555,26.459.899.103,10626350548.0,15833548555.0,26459899103.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(4.220.711.363),(439.820.793),(4.660.532.156),-4220711363.0,-439820793.0,-4660532156.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,10.322.307.408,15.393.727.762,25.716.035.170,10322307408.0,15393727762.0,25716035170.0
