row_label_raw,row_label_full,col_0,Số lượng cổ phần,% vốn sở hữu,% quyền biểu quyết,31/12/2022 > Giá gốc VND,31/12/2022 > Dự phòng VND,31/12/2022 > Giá trị hợp lý VND,31/12/2022 > Số lượng cổ phần,31/12/2022 > % vốn sở hữu,31/12/2022 > % quyền biểu quyết,1/1/2022 > Giá gốc VND,1/1/2022 > Dự phòng VND,1/1/2022 > Giá trị hợp lý VND,numeric__Số lượng cổ phần,numeric__% vốn sở hữu,numeric__% quyền biểu quyết,numeric__31/12/2022 > Giá gốc VND,numeric__31/12/2022 > Dự phòng VND,numeric__31/12/2022 > Giá trị hợp lý VND,numeric__31/12/2022 > Số lượng cổ phần,numeric__31/12/2022 > % vốn sở hữu,numeric__31/12/2022 > % quyền biểu quyết,numeric__1/1/2022 > Giá gốc VND,numeric__1/1/2022 > Dự phòng VND,numeric__1/1/2022 > Giá trị hợp lý VND
Đầu tư góp vốn vào công ty con,Đầu tư góp vốn vào công ty con,Đầu tư góp vốn vào công ty con,Đầu tư góp vốn vào công ty con,Đầu tư góp vốn vào công ty con,Đầu tư góp vốn vào công ty con,Đầu tư góp vốn vào công ty con,Đầu tư góp vốn vào công ty con,Đầu tư góp vốn vào công ty con,Đầu tư góp vốn vào công ty con,Đầu tư góp vốn vào công ty con,Đầu tư góp vốn vào công ty con,Đầu tư góp vốn vào công ty con,Đầu tư góp vốn vào công ty con,Đầu tư góp vốn vào công ty con,,,,,,,,,,,,
▪ Công ty Cổ phần Thủy diện Hạ Sông Pha (i),Đầu tư góp vốn vào công ty con > ▪ Công ty Cổ phần Thủy diện Hạ Sông Pha (i),▪ Công ty Cổ phần Thủy diện Hạ Sông Pha (i),11.200.000,70%,70%,112.000.000.000,-,(*),11.200.000,70%,70%,112.000.000.000,-,(*),11200000.0,0.7,0.7,112000000000.0,,,11200000.0,0.7,0.7,112000000000.0,,
Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,Đầu tư góp vốn vào công ty liên kết,,,,,,,,,,,,
▪ Công ty Cổ phần Phong diện Thuận Bình (ii),Đầu tư góp vốn vào công ty liên kết > ▪ Công ty Cổ phần Phong diện Thuận Bình (ii),▪ Công ty Cổ phần Phong diện Thuận Bình (ii),10.000.000,20%,20%,100.079.200.000,-,(*),10.000.000,20%,20%,100.079.200.000,-,(*),10000000.0,0.2,0.2,100079200000.0,,,10000000.0,0.2,0.2,100079200000.0,,
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,,,,,,,,,,,,
▪ Công ty Cổ phần Thủy diện A Vương,Đầu tư góp vốn vào các đơn vị khác > ▪ Công ty Cổ phần Thủy diện A Vương,▪ Công ty Cổ phần Thủy diện A Vương,2.579.069,"3,3%","3,3%",24.560.000.000,-,100.782.982.695,2.579.069,"3,3%","3,3%",24.560.000.000,-,87.430.439.100,2579069.0,0.033,0.033,24560000000.0,,100782982695.0,2579069.0,0.033,0.033,24560000000.0,,87430439100.0
▪ Công ty Cổ phần Thủy diện Sông Ba Hạ,Đầu tư góp vốn vào các đơn vị khác > ▪ Công ty Cổ phần Thủy diện Sông Ba Hạ,▪ Công ty Cổ phần Thủy diện Sông Ba Hạ,1.280.000,1%,1%,12.800.000.000,-,47.901.090.909,1.280.000,1%,1%,12.800.000.000,-,51.840.000.000,1280000.0,0.01,0.01,12800000000.0,,47901090909.0,1280000.0,0.01,0.01,12800000000.0,,51840000000.0
,,,,,,37.360.000.000,,,,,,37.360.000.000,-,,,,,37360000000.0,,,,,,37360000000.0,,
,,,,,,249.439.200.000,,,,,,249.439.200.000,-,,,,,249439200000.0,,,,,,249439200000.0,,
