row_label_raw,row_label_full,Tiền thu từ đi vay,33,col_2,-,54.160.146.768,numeric__33,numeric__col_2,numeric__-,numeric__54.160.146.768
Tiền trà nợ gốc vay,Tiền trà nợ gốc vay,Tiền trà nợ gốc vay,34,,(172.679.219.305),(126.509.681.697),34.0,,-172679219305.0,-126509681697.0
Tiền chỉ trả cổ tức,Tiền chỉ trả cổ tức,Tiền chỉ trả cổ tức,36,,(1.418.382.817.777),(580.816.630.099),36.0,,-1418382817777.0,-580816630099.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,(1.591.062.037.082),(653.166.165.028),40.0,,-1591062037082.0,-653166165028.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,,475.715.565.171,586.437.728.644,50.0,,475715565171.0,586437728644.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,,716.441.216.655,130.003.488.011,60.0,,716441216655.0,130003488011.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60) \),70,4,1.192.156.781.826,716.441.216.655,70.0,4.0,1192156781826.0,716441216655.0
